# Downloaded at 2025-09-17 15:01:00 [UTC]
# Station name = Belfast Maine Harbor
# Device type = Level
# Device serial = PTM5461
# Latitude [deg] = 44.428903
# Longitude [deg] = -69.004461
# Current probe level = 6.28 m w.r.t. local datum
# 
# timestamp [sec UTC],timestring [America/New_York],Water level [ft]# 
1706323500,2024-01-26 21:45:00,8.663
1706324400,2024-01-26 22:00:00,9.021
1706325300,2024-01-26 22:15:00,9.456
1706326200,2024-01-26 22:30:00,9.817
1706327100,2024-01-26 22:45:00,10.178
1706328000,2024-01-26 23:00:00,10.482
1706328900,2024-01-26 23:15:00,10.578
1706329800,2024-01-26 23:30:00,10.632
1706330700,2024-01-26 23:45:00,10.653
1706331600,2024-01-27 00:00:00,10.643
1706332500,2024-01-27 00:15:00,10.585
1706333400,2024-01-27 00:30:00,10.278
1706334300,2024-01-27 00:45:00,10.051
1706335200,2024-01-27 01:00:00,9.714
1706336100,2024-01-27 01:15:00,9.344
1706337000,2024-01-27 01:30:00,8.841
1706337900,2024-01-27 01:45:00,8.282
1706338800,2024-01-27 02:00:00,7.655
1706339700,2024-01-27 02:15:00,7.102
1706340600,2024-01-27 02:30:00,6.456
1706341500,2024-01-27 02:45:00,5.732
1706342400,2024-01-27 03:00:00,5.095
1706343300,2024-01-27 03:15:00,4.500
1706344200,2024-01-27 03:30:00,3.897
1706345100,2024-01-27 03:45:00,3.291
1706346000,2024-01-27 04:00:00,2.863
1706346900,2024-01-27 04:15:00,2.363
1706347800,2024-01-27 04:30:00,1.940
1706348700,2024-01-27 04:45:00,1.583
1706349600,2024-01-27 05:00:00,1.328
1706350500,2024-01-27 05:15:00,1.109
1706351400,2024-01-27 05:30:00,1.106
1706352300,2024-01-27 05:45:00,1.095
1706353200,2024-01-27 06:00:00,1.177
1706354100,2024-01-27 06:15:00,1.440
1706355000,2024-01-27 06:30:00,1.478
1706355900,2024-01-27 06:45:00,1.706
1706356800,2024-01-27 07:00:00,2.048
1706357700,2024-01-27 07:15:00,2.371
1706358600,2024-01-27 07:30:00,2.950
1706359500,2024-01-27 07:45:00,3.582
1706360400,2024-01-27 08:00:00,4.200
1706361300,2024-01-27 08:15:00,4.841
1706362200,2024-01-27 08:30:00,5.594
1706363100,2024-01-27 08:45:00,6.226
1706364000,2024-01-27 09:00:00,6.943
1706364900,2024-01-27 09:15:00,7.734
1706365800,2024-01-27 09:30:00,8.478
1706366700,2024-01-27 09:45:00,8.965
1706367600,2024-01-27 10:00:00,9.691
1706368500,2024-01-27 10:15:00,10.375
1706369400,2024-01-27 10:30:00,10.687
1706370300,2024-01-27 10:45:00,10.998
1706371200,2024-01-27 11:00:00,11.217
1706372100,2024-01-27 11:15:00,11.408
1706373000,2024-01-27 11:30:00,11.456
1706373900,2024-01-27 11:45:00,11.447
1706374800,2024-01-27 12:00:00,11.468
1706375700,2024-01-27 12:15:00,11.276
1706376600,2024-01-27 12:30:00,11.210
1706377500,2024-01-27 12:45:00,10.992
1706378400,2024-01-27 13:00:00,10.823
1706379300,2024-01-27 13:15:00,10.617
1706380200,2024-01-27 13:30:00,9.968
1706381100,2024-01-27 13:45:00,9.373
1706382000,2024-01-27 14:00:00,8.924
1706382900,2024-01-27 14:15:00,8.056
1706383800,2024-01-27 14:30:00,7.250
1706384700,2024-01-27 14:45:00,6.550
1706385600,2024-01-27 15:00:00,5.911
1706386500,2024-01-27 15:15:00,5.233
1706387400,2024-01-27 15:30:00,4.573
1706388300,2024-01-27 15:45:00,3.824
1706389200,2024-01-27 16:00:00,3.216
1706390100,2024-01-27 16:15:00,2.711
1706391000,2024-01-27 16:30:00,2.201
1706391900,2024-01-27 16:45:00,1.543
1706392800,2024-01-27 17:00:00,1.295
1706393700,2024-01-27 17:15:00,0.907
1706394600,2024-01-27 17:30:00,0.698
1706395500,2024-01-27 17:45:00,0.429
1706396400,2024-01-27 18:00:00,0.602
1706397300,2024-01-27 18:15:00,0.545
1706398200,2024-01-27 18:30:00,0.688
1706399100,2024-01-27 18:45:00,0.624
1706400000,2024-01-27 19:00:00,0.975
1706400900,2024-01-27 19:15:00,1.051
1706401800,2024-01-27 19:30:00,1.523
1706402700,2024-01-27 19:45:00,1.875
1706403600,2024-01-27 20:00:00,2.208
1706404500,2024-01-27 20:15:00,2.751
1706405400,2024-01-27 20:30:00,3.431
1706406300,2024-01-27 20:45:00,4.103
1706407200,2024-01-27 21:00:00,4.818
1706408100,2024-01-27 21:15:00,5.617
1706409000,2024-01-27 21:30:00,6.387
1706409900,2024-01-27 21:45:00,7.075
1706410800,2024-01-27 22:00:00,7.760
1706411700,2024-01-27 22:15:00,8.337
1706412600,2024-01-27 22:30:00,8.958
1706413500,2024-01-27 22:45:00,9.438
1706414400,2024-01-27 23:00:00,9.807
1706415300,2024-01-27 23:15:00,10.151
1706416200,2024-01-27 23:30:00,10.390
1706417100,2024-01-27 23:45:00,10.511
1706418000,2024-01-28 00:00:00,10.607
1706418900,2024-01-28 00:15:00,10.673
1706419800,2024-01-28 00:30:00,10.659
1706420700,2024-01-28 00:45:00,10.586
1706421600,2024-01-28 01:00:00,10.553
1706422500,2024-01-28 01:15:00,10.348
1706423400,2024-01-28 01:30:00,10.073
1706424300,2024-01-28 01:45:00,9.746
1706425200,2024-01-28 02:00:00,9.414
1706426100,2024-01-28 02:15:00,8.934
1706427000,2024-01-28 02:30:00,8.360
1706427900,2024-01-28 02:45:00,7.791
1706428800,2024-01-28 03:00:00,7.116
1706429700,2024-01-28 03:15:00,6.335
1706430600,2024-01-28 03:30:00,5.713
1706431500,2024-01-28 03:45:00,4.981
1706432400,2024-01-28 04:00:00,4.282
1706433300,2024-01-28 04:15:00,3.806
1706434200,2024-01-28 04:30:00,3.281
1706435100,2024-01-28 04:45:00,2.924
1706436000,2024-01-28 05:00:00,2.578
1706436900,2024-01-28 05:15:00,2.153
1706437800,2024-01-28 05:30:00,1.837
1706438700,2024-01-28 05:45:00,1.688
1706439600,2024-01-28 06:00:00,1.468
1706440500,2024-01-28 06:15:00,1.427
1706441400,2024-01-28 06:30:00,1.382
1706442300,2024-01-28 06:45:00,1.524
1706443200,2024-01-28 07:00:00,1.718
1706444100,2024-01-28 07:15:00,1.914
1706445000,2024-01-28 07:30:00,2.183
1706445900,2024-01-28 07:45:00,2.587
1706446800,2024-01-28 08:00:00,2.867
1706447700,2024-01-28 08:15:00,3.269
1706448600,2024-01-28 08:30:00,3.848
1706449500,2024-01-28 08:45:00,4.442
1706450400,2024-01-28 09:00:00,5.150
1706451300,2024-01-28 09:15:00,5.869
1706452200,2024-01-28 09:30:00,6.690
1706453100,2024-01-28 09:45:00,7.399
1706454000,2024-01-28 10:00:00,8.199
1706454900,2024-01-28 10:15:00,8.948
1706455800,2024-01-28 10:30:00,9.493
1706456700,2024-01-28 10:45:00,9.919
1706457600,2024-01-28 11:00:00,10.252
1706458500,2024-01-28 11:15:00,10.704
1706459400,2024-01-28 11:30:00,11.097
1706460300,2024-01-28 11:45:00,11.023
1706461200,2024-01-28 12:00:00,11.068
1706462100,2024-01-28 12:15:00,11.458
1706463000,2024-01-28 12:30:00,11.383
1706463900,2024-01-28 12:45:00,11.427
1706464800,2024-01-28 13:00:00,11.317
1706465700,2024-01-28 13:15:00,11.177
1706466600,2024-01-28 13:30:00,10.792
1706467500,2024-01-28 13:45:00,10.653
1706468400,2024-01-28 14:00:00,10.535
1706469300,2024-01-28 14:15:00,9.901
1706470200,2024-01-28 14:30:00,9.338
1706471100,2024-01-28 14:45:00,8.589
1706472000,2024-01-28 15:00:00,7.784
1706472900,2024-01-28 15:15:00,7.363
1706473800,2024-01-28 15:30:00,6.433
1706474700,2024-01-28 15:45:00,5.556
1706475600,2024-01-28 16:00:00,4.934
1706476500,2024-01-28 16:15:00,4.330
1706477400,2024-01-28 16:30:00,3.771
1706478300,2024-01-28 16:45:00,3.234
1706479200,2024-01-28 17:00:00,2.518
1706480100,2024-01-28 17:15:00,2.230
1706481000,2024-01-28 17:30:00,1.739
1706481900,2024-01-28 17:45:00,1.431
1706482800,2024-01-28 18:00:00,1.146
1706483700,2024-01-28 18:15:00,0.790
1706484600,2024-01-28 18:30:00,0.733
1706485500,2024-01-28 18:45:00,0.853
1706486400,2024-01-28 19:00:00,0.926
1706487300,2024-01-28 19:15:00,0.891
1706488200,2024-01-28 19:30:00,1.380
1706489100,2024-01-28 19:45:00,1.553
1706490000,2024-01-28 20:00:00,1.658
1706490900,2024-01-28 20:15:00,1.896
1706491800,2024-01-28 20:30:00,2.535
1706492700,2024-01-28 20:45:00,3.147
1706493600,2024-01-28 21:00:00,3.751
1706494500,2024-01-28 21:15:00,4.257
1706495400,2024-01-28 21:30:00,4.824
1706496300,2024-01-28 21:45:00,5.364
1706497200,2024-01-28 22:00:00,6.172
1706498100,2024-01-28 22:15:00,6.910
1706499000,2024-01-28 22:30:00,7.588
1706499900,2024-01-28 22:45:00,8.511
1706500800,2024-01-28 23:00:00,8.877
1706501700,2024-01-28 23:15:00,9.416
1706502600,2024-01-28 23:30:00,9.860
1706503500,2024-01-28 23:45:00,10.247
1706504400,2024-01-29 00:00:00,10.429
1706505300,2024-01-29 00:15:00,10.504
1706506200,2024-01-29 00:30:00,10.709
1706507100,2024-01-29 00:45:00,10.927
1706508000,2024-01-29 01:00:00,10.890
1706508900,2024-01-29 01:15:00,10.764
1706509800,2024-01-29 01:30:00,10.743
1706510700,2024-01-29 01:45:00,10.600
1706511600,2024-01-29 02:00:00,10.593
1706512500,2024-01-29 02:15:00,10.289
1706513400,2024-01-29 02:30:00,10.017
1706514300,2024-01-29 02:45:00,9.555
1706515200,2024-01-29 03:00:00,9.001
1706516100,2024-01-29 03:15:00,8.437
1706517000,2024-01-29 03:30:00,7.874
1706517900,2024-01-29 03:45:00,7.126
1706518800,2024-01-29 04:00:00,6.351
1706519700,2024-01-29 04:15:00,5.678
1706520600,2024-01-29 04:30:00,5.119
1706521500,2024-01-29 04:45:00,4.644
1706522400,2024-01-29 05:00:00,4.153
1706523300,2024-01-29 05:15:00,3.667
1706524200,2024-01-29 05:30:00,3.356
1706525100,2024-01-29 05:45:00,2.934
1706526000,2024-01-29 06:00:00,2.613
1706526900,2024-01-29 06:15:00,2.423
1706527800,2024-01-29 06:30:00,2.380
1706528700,2024-01-29 06:45:00,2.303
1706529600,2024-01-29 07:00:00,2.213
1706530500,2024-01-29 07:15:00,2.236
1706531400,2024-01-29 07:30:00,2.337
1706532300,2024-01-29 07:45:00,2.437
1706533200,2024-01-29 08:00:00,2.623
1706534100,2024-01-29 08:15:00,2.911
1706535000,2024-01-29 08:30:00,3.291
1706535900,2024-01-29 08:45:00,3.784
1706536800,2024-01-29 09:00:00,4.289
1706537700,2024-01-29 09:15:00,4.875
1706538600,2024-01-29 09:30:00,5.554
1706539500,2024-01-29 09:45:00,6.260
1706540400,2024-01-29 10:00:00,7.069
1706541300,2024-01-29 10:15:00,7.740
1706542200,2024-01-29 10:30:00,8.368
1706543100,2024-01-29 10:45:00,8.974
1706544000,2024-01-29 11:00:00,9.527
1706544900,2024-01-29 11:15:00,10.059
1706545800,2024-01-29 11:30:00,10.458
1706546700,2024-01-29 11:45:00,10.866
1706547600,2024-01-29 12:00:00,11.161
1706548500,2024-01-29 12:15:00,11.436
1706549400,2024-01-29 12:30:00,11.773
1706550300,2024-01-29 12:45:00,11.939
1706551200,2024-01-29 13:00:00,12.057
1706552100,2024-01-29 13:15:00,12.103
1706553000,2024-01-29 13:30:00,12.058
1706553900,2024-01-29 13:45:00,11.901
1706554800,2024-01-29 14:00:00,11.692
1706555700,2024-01-29 14:15:00,11.425
1706556600,2024-01-29 14:30:00,10.975
1706557500,2024-01-29 14:45:00,10.482
1706558400,2024-01-29 15:00:00,9.984
1706559300,2024-01-29 15:15:00,9.358
1706560200,2024-01-29 15:30:00,8.789
1706561100,2024-01-29 15:45:00,8.169
1706562000,2024-01-29 16:00:00,7.447
1706562900,2024-01-29 16:15:00,6.847
1706563800,2024-01-29 16:30:00,6.177
1706564700,2024-01-29 16:45:00,5.495
1706565600,2024-01-29 17:00:00,4.948
1706566500,2024-01-29 17:15:00,4.490
1706567400,2024-01-29 17:30:00,3.946
1706568300,2024-01-29 17:45:00,3.423
1706569200,2024-01-29 18:00:00,3.030
1706570100,2024-01-29 18:15:00,2.703
1706571000,2024-01-29 18:30:00,2.440
1706571900,2024-01-29 18:45:00,2.240
1706572800,2024-01-29 19:00:00,2.158
1706573700,2024-01-29 19:15:00,2.182
1706574600,2024-01-29 19:30:00,2.187
1706575500,2024-01-29 19:45:00,2.146
1706576400,2024-01-29 20:00:00,2.149
1706577300,2024-01-29 20:15:00,2.285
1706578200,2024-01-29 20:30:00,2.521
1706579100,2024-01-29 20:45:00,2.847
1706580000,2024-01-29 21:00:00,3.202
1706580900,2024-01-29 21:15:00,3.667
1706581800,2024-01-29 21:30:00,4.156
1706582700,2024-01-29 21:45:00,4.740
1706583600,2024-01-29 22:00:00,5.318
1706584500,2024-01-29 22:15:00,6.071
1706585400,2024-01-29 22:30:00,6.713
1706586300,2024-01-29 22:45:00,7.388
1706587200,2024-01-29 23:00:00,8.081
1706588100,2024-01-29 23:15:00,8.523
1706589000,2024-01-29 23:30:00,9.004
1706589900,2024-01-29 23:45:00,9.439
1706590800,2024-01-30 00:00:00,9.877
1706591700,2024-01-30 00:15:00,10.232
1706592600,2024-01-30 00:30:00,10.516
1706593500,2024-01-30 00:45:00,10.752
1706594400,2024-01-30 01:00:00,10.909
1706595300,2024-01-30 01:15:00,10.962
1706596200,2024-01-30 01:30:00,11.039
1706597100,2024-01-30 01:45:00,11.058
1706598000,2024-01-30 02:00:00,10.989
1706598900,2024-01-30 02:15:00,10.836
1706599800,2024-01-30 02:30:00,10.583
1706600700,2024-01-30 02:45:00,10.288
1706601600,2024-01-30 03:00:00,10.002
1706602500,2024-01-30 03:15:00,9.560
1706603400,2024-01-30 03:30:00,9.122
1706604300,2024-01-30 03:45:00,8.709
1706605200,2024-01-30 04:00:00,8.147
1706606100,2024-01-30 04:15:00,7.486
1706607000,2024-01-30 04:30:00,6.785
1706607900,2024-01-30 04:45:00,6.195
1706608800,2024-01-30 05:00:00,5.603
1706609700,2024-01-30 05:15:00,5.097
1706610600,2024-01-30 05:30:00,4.610
1706611500,2024-01-30 05:45:00,4.099
1706612400,2024-01-30 06:00:00,3.605
1706613300,2024-01-30 06:15:00,3.144
1706614200,2024-01-30 06:30:00,2.831
1706615100,2024-01-30 06:45:00,2.602
1706616000,2024-01-30 07:00:00,2.509
1706616900,2024-01-30 07:15:00,2.382
1706617800,2024-01-30 07:30:00,2.323
1706618700,2024-01-30 07:45:00,2.354
1706619600,2024-01-30 08:00:00,2.426
1706620500,2024-01-30 08:15:00,2.514
1706621400,2024-01-30 08:30:00,2.673
1706622300,2024-01-30 08:45:00,2.926
1706623200,2024-01-30 09:00:00,3.241
1706624100,2024-01-30 09:15:00,3.588
1706625000,2024-01-30 09:30:00,3.944
1706625900,2024-01-30 09:45:00,4.358
1706626800,2024-01-30 10:00:00,4.896
1706627700,2024-01-30 10:15:00,5.441
1706628600,2024-01-30 10:30:00,6.094
1706629500,2024-01-30 10:45:00,6.664
1706630400,2024-01-30 11:00:00,7.263
1706631300,2024-01-30 11:15:00,7.867
1706632200,2024-01-30 11:30:00,8.460
1706633100,2024-01-30 11:45:00,9.010
1706634000,2024-01-30 12:00:00,9.460
1706634900,2024-01-30 12:15:00,9.884
1706635800,2024-01-30 12:30:00,10.129
1706636700,2024-01-30 12:45:00,10.402
1706637600,2024-01-30 13:00:00,10.675
1706638500,2024-01-30 13:15:00,10.820
1706639400,2024-01-30 13:30:00,10.843
1706640300,2024-01-30 13:45:00,10.824
1706641200,2024-01-30 14:00:00,10.828
1706642100,2024-01-30 14:15:00,10.717
1706643000,2024-01-30 14:30:00,10.621
1706643900,2024-01-30 14:45:00,10.447
1706644800,2024-01-30 15:00:00,10.090
1706645700,2024-01-30 15:15:00,9.751
1706646600,2024-01-30 15:30:00,9.287
1706647500,2024-01-30 15:45:00,8.796
1706648400,2024-01-30 16:00:00,8.206
1706649300,2024-01-30 16:15:00,7.682
1706650200,2024-01-30 16:30:00,7.079
1706651100,2024-01-30 16:45:00,6.454
1706652000,2024-01-30 17:00:00,5.911
1706652900,2024-01-30 17:15:00,5.398
1706653800,2024-01-30 17:30:00,4.824
1706654700,2024-01-30 17:45:00,4.311
1706655600,2024-01-30 18:00:00,3.840
1706656500,2024-01-30 18:15:00,3.358
1706657400,2024-01-30 18:30:00,2.963
1706658300,2024-01-30 18:45:00,2.630
1706659200,2024-01-30 19:00:00,2.289
1706660100,2024-01-30 19:15:00,2.010
1706661000,2024-01-30 19:30:00,1.865
1706661900,2024-01-30 19:45:00,1.798
1706662800,2024-01-30 20:00:00,1.745
1706663700,2024-01-30 20:15:00,1.822
1706664600,2024-01-30 20:30:00,1.879
1706665500,2024-01-30 20:45:00,2.037
1706666400,2024-01-30 21:00:00,2.205
1706667300,2024-01-30 21:15:00,2.501
1706668200,2024-01-30 21:30:00,2.845
1706669100,2024-01-30 21:45:00,3.254
1706670000,2024-01-30 22:00:00,3.597
1706670900,2024-01-30 22:15:00,4.100
1706671800,2024-01-30 22:30:00,4.732
1706672700,2024-01-30 22:45:00,5.380
1706673600,2024-01-30 23:00:00,6.077
1706674500,2024-01-30 23:15:00,6.638
1706675400,2024-01-30 23:30:00,7.266
1706676300,2024-01-30 23:45:00,7.889
1706677200,2024-01-31 00:00:00,8.408
1706678100,2024-01-31 00:15:00,8.881
1706679000,2024-01-31 00:30:00,9.301
1706679900,2024-01-31 00:45:00,9.722
1706680800,2024-01-31 01:00:00,9.955
1706681700,2024-01-31 01:15:00,10.070
1706682600,2024-01-31 01:30:00,10.221
1706683500,2024-01-31 01:45:00,10.290
1706684400,2024-01-31 02:00:00,10.352
1706685300,2024-01-31 02:15:00,10.370
1706686200,2024-01-31 02:30:00,10.395
1706687100,2024-01-31 02:45:00,10.306
1706688000,2024-01-31 03:00:00,10.196
1706688900,2024-01-31 03:15:00,10.028
1706689800,2024-01-31 03:30:00,9.657
1706690700,2024-01-31 03:45:00,9.388
1706691600,2024-01-31 04:00:00,8.999
1706692500,2024-01-31 04:15:00,8.465
1706693400,2024-01-31 04:30:00,7.892
1706694300,2024-01-31 04:45:00,7.306
1706695200,2024-01-31 05:00:00,6.630
1706696100,2024-01-31 05:15:00,6.040
1706697000,2024-01-31 05:30:00,5.470
1706697900,2024-01-31 05:45:00,4.926
1706698800,2024-01-31 06:00:00,4.321
1706699700,2024-01-31 06:15:00,3.721
1706700600,2024-01-31 06:30:00,3.303
1706701500,2024-01-31 06:45:00,2.845
1706702400,2024-01-31 07:00:00,2.474
1706703300,2024-01-31 07:15:00,2.300
1706704200,2024-01-31 07:30:00,2.096
1706705100,2024-01-31 07:45:00,1.957
1706706000,2024-01-31 08:00:00,1.776
1706706900,2024-01-31 08:15:00,1.836
1706707800,2024-01-31 08:30:00,1.814
1706708700,2024-01-31 08:45:00,1.929
1706709600,2024-01-31 09:00:00,2.122
1706710500,2024-01-31 09:15:00,2.349
1706711400,2024-01-31 09:30:00,2.577
1706712300,2024-01-31 09:45:00,2.806
1706713200,2024-01-31 10:00:00,3.144
1706714100,2024-01-31 10:15:00,3.575
1706715000,2024-01-31 10:30:00,4.063
1706715900,2024-01-31 10:45:00,4.665
1706716800,2024-01-31 11:00:00,5.314
1706717700,2024-01-31 11:15:00,5.889
1706718600,2024-01-31 11:30:00,6.431
1706719500,2024-01-31 11:45:00,7.061
1706720400,2024-01-31 12:00:00,7.644
1706721300,2024-01-31 12:15:00,8.224
1706722200,2024-01-31 12:30:00,8.718
1706723100,2024-01-31 12:45:00,9.172
1706724000,2024-01-31 13:00:00,9.549
1706724900,2024-01-31 13:15:00,9.802
1706725800,2024-01-31 13:30:00,10.007
1706726700,2024-01-31 13:45:00,10.220
1706727600,2024-01-31 14:00:00,10.337
1706728500,2024-01-31 14:15:00,10.390
1706729400,2024-01-31 14:30:00,10.415
1706730300,2024-01-31 14:45:00,10.321
1706731200,2024-01-31 15:00:00,10.208
1706732100,2024-01-31 15:15:00,10.029
1706733000,2024-01-31 15:30:00,9.826
1706733900,2024-01-31 15:45:00,9.554
1706734800,2024-01-31 16:00:00,9.207
1706735700,2024-01-31 16:15:00,8.767
1706736600,2024-01-31 16:30:00,8.238
1706737500,2024-01-31 16:45:00,7.721
1706738400,2024-01-31 17:00:00,7.172
1706739300,2024-01-31 17:15:00,6.614
1706740200,2024-01-31 17:30:00,6.053
1706741100,2024-01-31 17:45:00,5.491
1706742000,2024-01-31 18:00:00,4.946
1706742900,2024-01-31 18:15:00,4.385
1706743800,2024-01-31 18:30:00,3.849
1706744700,2024-01-31 18:45:00,3.359
1706745600,2024-01-31 19:00:00,2.878
1706746500,2024-01-31 19:15:00,2.441
1706747400,2024-01-31 19:30:00,2.182
1706748300,2024-01-31 19:45:00,1.826
1706749200,2024-01-31 20:00:00,1.669
1706750100,2024-01-31 20:15:00,1.532
1706751000,2024-01-31 20:30:00,1.540
1706751900,2024-01-31 20:45:00,1.470
1706752800,2024-01-31 21:00:00,1.528
1706753700,2024-01-31 21:15:00,1.704
1706754600,2024-01-31 21:30:00,1.880
1706755500,2024-01-31 21:45:00,2.131
1706756400,2024-01-31 22:00:00,2.418
1706757300,2024-01-31 22:15:00,2.716
1706758200,2024-01-31 22:30:00,3.186
1706759100,2024-01-31 22:45:00,3.720
1706760000,2024-01-31 23:00:00,4.292
1706760900,2024-01-31 23:15:00,4.905
1706761800,2024-01-31 23:30:00,5.506
1706762700,2024-01-31 23:45:00,6.168

