timestamp [sec UTC],timestring [America/New_York],Water level [ft]
1704714300,2024-01-08 06:45:00,11.396
1704715200,2024-01-08 07:00:00,11.485
1704716100,2024-01-08 07:15:00,11.603
1704717000,2024-01-08 07:30:00,11.588
1704717900,2024-01-08 07:45:00,11.573
1704718800,2024-01-08 08:00:00,11.557
1704719700,2024-01-08 08:15:00,11.624
1704720600,2024-01-08 08:30:00,11.382
1704721500,2024-01-08 08:45:00,11.156
1704722400,2024-01-08 09:00:00,10.860
1704723300,2024-01-08 09:15:00,10.424
1704724200,2024-01-08 09:30:00,10.092
1704725100,2024-01-08 09:45:00,9.631
1704726000,2024-01-08 10:00:00,8.972
1704726900,2024-01-08 10:15:00,8.220
1704727800,2024-01-08 10:30:00,7.667
1704728700,2024-01-08 10:45:00,6.916
1704729600,2024-01-08 11:00:00,6.201
1704730500,2024-01-08 11:15:00,5.608
1704731400,2024-01-08 11:30:00,4.973
1704732300,2024-01-08 11:45:00,4.415
1704733200,2024-01-08 12:00:00,3.837
1704734100,2024-01-08 12:15:00,3.423
1704735000,2024-01-08 12:30:00,2.819
1704735900,2024-01-08 12:45:00,2.376
1704736800,2024-01-08 13:00:00,1.910
1704737700,2024-01-08 13:15:00,1.639
1704738600,2024-01-08 13:30:00,1.437
1704739500,2024-01-08 13:45:00,1.235
1704740400,2024-01-08 14:00:00,1.191
1704741300,2024-01-08 14:15:00,1.126
1704742200,2024-01-08 14:30:00,1.100
1704743100,2024-01-08 14:45:00,1.026
1704744000,2024-01-08 15:00:00,1.141
1704744900,2024-01-08 15:15:00,1.229
1704745800,2024-01-08 15:30:00,1.615
1704746700,2024-01-08 15:45:00,2.010
1704747600,2024-01-08 16:00:00,2.398
1704748500,2024-01-08 16:15:00,2.947
1704749400,2024-01-08 16:30:00,3.437
1704750300,2024-01-08 16:45:00,4.067
1704751200,2024-01-08 17:00:00,4.590
1704752100,2024-01-08 17:15:00,5.381
1704753000,2024-01-08 17:30:00,5.990
1704753900,2024-01-08 17:45:00,6.667
1704754800,2024-01-08 18:00:00,7.267
1704755700,2024-01-08 18:15:00,7.613
1704756600,2024-01-08 18:30:00,7.976
1704757500,2024-01-08 18:45:00,8.472
1704758400,2024-01-08 19:00:00,8.732
1704759300,2024-01-08 19:15:00,9.049
1704760200,2024-01-08 19:30:00,9.370
1704761100,2024-01-08 19:45:00,9.502
1704762000,2024-01-08 20:00:00,9.505
1704762900,2024-01-08 20:15:00,9.584
1704763800,2024-01-08 20:30:00,9.731
1704764700,2024-01-08 20:45:00,9.764
1704765600,2024-01-08 21:00:00,9.655
1704766500,2024-01-08 21:15:00,9.560
1704767400,2024-01-08 21:30:00,9.382
1704768300,2024-01-08 21:45:00,9.101
1704769200,2024-01-08 22:00:00,8.622
1704770100,2024-01-08 22:15:00,8.165
1704771000,2024-01-08 22:30:00,7.820
1704771900,2024-01-08 22:45:00,7.283
1704772800,2024-01-08 23:00:00,6.651
1704773700,2024-01-08 23:15:00,6.122
1704774600,2024-01-08 23:30:00,5.391
1704775500,2024-01-08 23:45:00,4.781
1704776400,2024-01-09 00:00:00,4.155
1704777300,2024-01-09 00:15:00,3.716
1704778200,2024-01-09 00:30:00,3.306
1704779100,2024-01-09 00:45:00,2.938
1704780000,2024-01-09 01:00:00,2.513
1704780900,2024-01-09 01:15:00,2.197
1704781800,2024-01-09 01:30:00,1.852
1704782700,2024-01-09 01:45:00,1.814
1704783600,2024-01-09 02:00:00,1.694
1704784500,2024-01-09 02:15:00,1.615
1704785400,2024-01-09 02:30:00,1.640
1704786300,2024-01-09 02:45:00,1.715
1704787200,2024-01-09 03:00:00,1.779
1704788100,2024-01-09 03:15:00,1.827
1704789000,2024-01-09 03:30:00,2.123
1704790800,2024-01-09 04:00:00,2.888
1704791700,2024-01-09 04:15:00,3.525
1704792600,2024-01-09 04:30:00,4.049
1704793500,2024-01-09 04:45:00,4.710
1704794400,2024-01-09 05:00:00,5.290
1704795300,2024-01-09 05:15:00,5.980
1704796200,2024-01-09 05:30:00,6.573
1704797100,2024-01-09 05:45:00,7.289
1704798000,2024-01-09 06:00:00,8.016
1704798900,2024-01-09 06:15:00,8.509
1704799800,2024-01-09 06:30:00,9.072
1704800700,2024-01-09 06:45:00,9.643
1704801600,2024-01-09 07:00:00,10.052
1704802500,2024-01-09 07:15:00,10.499
1704803400,2024-01-09 07:30:00,10.817
1704804300,2024-01-09 07:45:00,11.135
1704805200,2024-01-09 08:00:00,11.549
1704806100,2024-01-09 08:15:00,11.794
1704807000,2024-01-09 08:30:00,11.888
1704807900,2024-01-09 08:45:00,11.918
1704808800,2024-01-09 09:00:00,11.644
1704809700,2024-01-09 09:15:00,11.378
1704810600,2024-01-09 09:30:00,11.146
1704811500,2024-01-09 09:45:00,10.842
1704812400,2024-01-09 10:00:00,10.419
1704813300,2024-01-09 10:15:00,9.873
1704814200,2024-01-09 10:30:00,9.506
1704815100,2024-01-09 10:45:00,8.915
1704816000,2024-01-09 11:00:00,8.209
1704816900,2024-01-09 11:15:00,7.609
1704817800,2024-01-09 11:30:00,6.815
1704818700,2024-01-09 11:45:00,6.143
1704819600,2024-01-09 12:00:00,5.441
1704820500,2024-01-09 12:15:00,4.931
1704821400,2024-01-09 12:30:00,4.258
1704822300,2024-01-09 12:45:00,3.545
1704823200,2024-01-09 13:00:00,2.851
1704824100,2024-01-09 13:15:00,2.368
1704825000,2024-01-09 13:30:00,1.717
1704825900,2024-01-09 13:45:00,1.365
1704826800,2024-01-09 14:00:00,1.003
1704827700,2024-01-09 14:15:00,0.711
1704828600,2024-01-09 14:30:00,0.566
1704829500,2024-01-09 14:45:00,0.281
1704830400,2024-01-09 15:00:00,0.203
1704831300,2024-01-09 15:15:00,0.290
1704832200,2024-01-09 15:30:00,0.274
1704833100,2024-01-09 15:45:00,0.535
1704834000,2024-01-09 16:00:00,0.642
1704834900,2024-01-09 16:15:00,1.158
1704835800,2024-01-09 16:30:00,1.214
1704836700,2024-01-09 16:45:00,1.834
1704837600,2024-01-09 17:00:00,2.346
1704838500,2024-01-09 17:15:00,2.919
1704839400,2024-01-09 17:30:00,3.667
1704840300,2024-01-09 17:45:00,4.615
1704841200,2024-01-09 18:00:00,5.296
1704842100,2024-01-09 18:15:00,6.039
1704843000,2024-01-09 18:30:00,6.926
1704843900,2024-01-09 18:45:00,7.555
1704844800,2024-01-09 19:00:00,7.898
1704845700,2024-01-09 19:15:00,8.685
1704846600,2024-01-09 19:30:00,9.358
1704847500,2024-01-09 19:45:00,9.781
1704848400,2024-01-09 20:00:00,10.235
1704849300,2024-01-09 20:15:00,10.311
1704850200,2024-01-09 20:30:00,10.392
1704851100,2024-01-09 20:45:00,10.576
1704852000,2024-01-09 21:00:00,10.883
1704852900,2024-01-09 21:15:00,11.218
1704853800,2024-01-09 21:30:00,11.222
1704854700,2024-01-09 21:45:00,11.267
1704855600,2024-01-09 22:00:00,11.271
1704856500,2024-01-09 22:15:00,11.020
1704857400,2024-01-09 22:30:00,10.817
1704858300,2024-01-09 22:45:00,10.404
1704859200,2024-01-09 23:00:00,9.904
1704860100,2024-01-09 23:15:00,9.594
1704861000,2024-01-09 23:30:00,8.910
1704861900,2024-01-09 23:45:00,8.155
1704862800,2024-01-10 00:00:00,7.561
1704863700,2024-01-10 00:15:00,6.926
1704864600,2024-01-10 00:30:00,6.230
1704865500,2024-01-10 00:45:00,5.491
1704866400,2024-01-10 01:00:00,5.281
1704867300,2024-01-10 01:15:00,4.824
1704868200,2024-01-10 01:30:00,4.471
1704869100,2024-01-10 01:45:00,4.018
1704870000,2024-01-10 02:00:00,3.680
1704870900,2024-01-10 02:15:00,3.491
1704871800,2024-01-10 02:30:00,3.071
1704872700,2024-01-10 02:45:00,3.257
1704873600,2024-01-10 03:00:00,3.244
1704874500,2024-01-10 03:15:00,3.465
1704875400,2024-01-10 03:30:00,3.433
1704876300,2024-01-10 03:45:00,3.465
1704877200,2024-01-10 04:00:00,3.676
1704878100,2024-01-10 04:15:00,3.889
1704879000,2024-01-10 04:30:00,4.479
1704879900,2024-01-10 04:45:00,4.935
1704880800,2024-01-10 05:00:00,5.946
1704881700,2024-01-10 05:15:00,6.517
1704882600,2024-01-10 05:30:00,6.748
1704883500,2024-01-10 05:45:00,7.624
1704884400,2024-01-10 06:00:00,8.649
1704885300,2024-01-10 06:15:00,9.393
1704886200,2024-01-10 06:30:00,10.434
1704887100,2024-01-10 06:45:00,11.076
1704888000,2024-01-10 07:00:00,11.932
1704888900,2024-01-10 07:15:00,12.216
1704889800,2024-01-10 07:30:00,12.717
1704890700,2024-01-10 07:45:00,13.369
1704891600,2024-01-10 08:00:00,13.825
1704892500,2024-01-10 08:15:00,14.151
1704893400,2024-01-10 08:30:00,14.211
1704894300,2024-01-10 08:45:00,14.828
1704895200,2024-01-10 09:00:00,15.550
1704896100,2024-01-10 09:15:00,16.383
1704897000,2024-01-10 09:30:00,15.902
1704897900,2024-01-10 09:45:00,16.254
1704898800,2024-01-10 10:00:00,16.129
1704899700,2024-01-10 10:15:00,14.384
1704900600,2024-01-10 10:30:00,14.749
1704901500,2024-01-10 10:45:00,14.129
1704902400,2024-01-10 11:00:00,13.075
1704903300,2024-01-10 11:15:00,12.485
1704904200,2024-01-10 11:30:00,11.966
1704905100,2024-01-10 11:45:00,10.595
1704906000,2024-01-10 12:00:00,9.760
1704906900,2024-01-10 12:15:00,8.868
1704907800,2024-01-10 12:30:00,8.665
1704908700,2024-01-10 12:45:00,7.719
1704909600,2024-01-10 13:00:00,7.540
1704910500,2024-01-10 13:15:00,6.511
1704911400,2024-01-10 13:30:00,5.493
1704912300,2024-01-10 13:45:00,5.342
1704913200,2024-01-10 14:00:00,4.166
1704914100,2024-01-10 14:15:00,3.632
1704915000,2024-01-10 14:30:00,2.660
1704915900,2024-01-10 14:45:00,2.468
1704916800,2024-01-10 15:00:00,1.654
1704917700,2024-01-10 15:15:00,0.950
1704918600,2024-01-10 15:30:00,0.736
1704919500,2024-01-10 15:45:00,0.585
1704920400,2024-01-10 16:00:00,0.752
1704921300,2024-01-10 16:15:00,0.832
1704922200,2024-01-10 16:30:00,1.179
1704923100,2024-01-10 16:45:00,1.590
1704924000,2024-01-10 17:00:00,2.043
1704924900,2024-01-10 17:15:00,2.084
1704925800,2024-01-10 17:30:00,2.491
1704926700,2024-01-10 17:45:00,3.314
1704927600,2024-01-10 18:00:00,3.544
1704928500,2024-01-10 18:15:00,4.317
1704929400,2024-01-10 18:30:00,4.862
1704930300,2024-01-10 18:45:00,5.500
1704931200,2024-01-10 19:00:00,6.322
1704932100,2024-01-10 19:15:00,6.652
1704933000,2024-01-10 19:30:00,7.280
1704933900,2024-01-10 19:45:00,8.362
1704934800,2024-01-10 20:00:00,8.629
1704935700,2024-01-10 20:15:00,9.301
1704936600,2024-01-10 20:30:00,9.920
1704937500,2024-01-10 20:45:00,10.529
1704938400,2024-01-10 21:00:00,10.836
1704939300,2024-01-10 21:15:00,11.119
1704940200,2024-01-10 21:30:00,11.619
1704941100,2024-01-10 21:45:00,11.668
1704942000,2024-01-10 22:00:00,11.526
1704942900,2024-01-10 22:15:00,11.592
1704943800,2024-01-10 22:30:00,11.545
1704944700,2024-01-10 22:45:00,11.311
1704945600,2024-01-10 23:00:00,11.113
1704946500,2024-01-10 23:15:00,10.940
1704947400,2024-01-10 23:30:00,10.594
1704948300,2024-01-10 23:45:00,10.062
1704949200,2024-01-11 00:00:00,9.515
1704950100,2024-01-11 00:15:00,8.938
1704951000,2024-01-11 00:30:00,8.377
1704951900,2024-01-11 00:45:00,7.797
1704952800,2024-01-11 01:00:00,7.165
1704953700,2024-01-11 01:15:00,6.590
1704954600,2024-01-11 01:30:00,5.925
1704955500,2024-01-11 01:45:00,5.337
1704956400,2024-01-11 02:00:00,4.630
1704957300,2024-01-11 02:15:00,3.950
1704958200,2024-01-11 02:30:00,3.307
1704959100,2024-01-11 02:45:00,2.840
1704960000,2024-01-11 03:00:00,2.305
1704960900,2024-01-11 03:15:00,2.028
1704961800,2024-01-11 03:30:00,1.747
1704962700,2024-01-11 03:45:00,1.568
1704963600,2024-01-11 04:00:00,1.681
1704964500,2024-01-11 04:15:00,1.739
1704965400,2024-01-11 04:30:00,1.869
1704966300,2024-01-11 04:45:00,2.128
1704967200,2024-01-11 05:00:00,2.336
1704968100,2024-01-11 05:15:00,2.684
1704969000,2024-01-11 05:30:00,3.099
1704969900,2024-01-11 05:45:00,3.503
1704970800,2024-01-11 06:00:00,3.947
1704971700,2024-01-11 06:15:00,4.529
1704972600,2024-01-11 06:30:00,5.099
1704973500,2024-01-11 06:45:00,5.783
1704974400,2024-01-11 07:00:00,6.601
1704975300,2024-01-11 07:15:00,7.402
1704976200,2024-01-11 07:30:00,8.260
1704977100,2024-01-11 07:45:00,9.013
1704978000,2024-01-11 08:00:00,9.810
1704978900,2024-01-11 08:15:00,10.566
1704979800,2024-01-11 08:30:00,11.304
1704980700,2024-01-11 08:45:00,11.965
1704981600,2024-01-11 09:00:00,12.362
1704982500,2024-01-11 09:15:00,12.662
1704983400,2024-01-11 09:30:00,12.860
1704984300,2024-01-11 09:45:00,13.027
1704985200,2024-01-11 10:00:00,13.120
1704986100,2024-01-11 10:15:00,12.936
1704987000,2024-01-11 10:30:00,12.840
1704987900,2024-01-11 10:45:00,12.732
1704988800,2024-01-11 11:00:00,12.553
1704989700,2024-01-11 11:15:00,12.395
1704990600,2024-01-11 11:30:00,12.022
1704991500,2024-01-11 11:45:00,11.716
1704992400,2024-01-11 12:00:00,11.304
1704993300,2024-01-11 12:15:00,10.681
1704994200,2024-01-11 12:30:00,9.992
1704995100,2024-01-11 12:45:00,9.245
1704996000,2024-01-11 13:00:00,8.412
1704996900,2024-01-11 13:15:00,7.520
1704997800,2024-01-11 13:30:00,6.662
1704998700,2024-01-11 13:45:00,5.761
1704999600,2024-01-11 14:00:00,4.994
1705000500,2024-01-11 14:15:00,4.116
1705001400,2024-01-11 14:30:00,3.441
1705002300,2024-01-11 14:45:00,2.595
1705003200,2024-01-11 15:00:00,2.004
1705004100,2024-01-11 15:15:00,1.519
1705005000,2024-01-11 15:30:00,0.994
1705005900,2024-01-11 15:45:00,0.661
1705006800,2024-01-11 16:00:00,0.366
1705007700,2024-01-11 16:15:00,0.178
1705008600,2024-01-11 16:30:00,0.093
1705009500,2024-01-11 16:45:00,0.209
1705010400,2024-01-11 17:00:00,0.200
1705011300,2024-01-11 17:15:00,0.165
1705012200,2024-01-11 17:30:00,0.538
1705013100,2024-01-11 17:45:00,0.924
1705014000,2024-01-11 18:00:00,1.294
1705014900,2024-01-11 18:15:00,1.643
1705015800,2024-01-11 18:30:00,2.102
1705016700,2024-01-11 18:45:00,2.709
1705017600,2024-01-11 19:00:00,3.293
1705018500,2024-01-11 19:15:00,3.933
1705019400,2024-01-11 19:30:00,4.736
1705020300,2024-01-11 19:45:00,5.665
1705021200,2024-01-11 20:00:00,6.534
1705022100,2024-01-11 20:15:00,7.310
1705023000,2024-01-11 20:30:00,8.224
1705023900,2024-01-11 20:45:00,8.975
1705024800,2024-01-11 21:00:00,9.571
1705025700,2024-01-11 21:15:00,10.178
1705026600,2024-01-11 21:30:00,10.575
1705027500,2024-01-11 21:45:00,10.906
1705028400,2024-01-11 22:00:00,11.259
1705029300,2024-01-11 22:15:00,11.430
1705030200,2024-01-11 22:30:00,11.423
1705031100,2024-01-11 22:45:00,11.426
1705032000,2024-01-11 23:00:00,11.528
1705032900,2024-01-11 23:15:00,11.391
1705033800,2024-01-11 23:30:00,11.212
1705034700,2024-01-11 23:45:00,11.142
1705035600,2024-01-12 00:00:00,10.784
1705036500,2024-01-12 00:15:00,10.351
1705037400,2024-01-12 00:30:00,10.005
1705038300,2024-01-12 00:45:00,9.501
1705039200,2024-01-12 01:00:00,8.848
1705040100,2024-01-12 01:15:00,8.113
1705041000,2024-01-12 01:30:00,7.407
1705041900,2024-01-12 01:45:00,6.619
1705042800,2024-01-12 02:00:00,5.819
1705043700,2024-01-12 02:15:00,5.043
1705044600,2024-01-12 02:30:00,4.331
1705045500,2024-01-12 02:45:00,3.638
1705046400,2024-01-12 03:00:00,2.885
1705047300,2024-01-12 03:15:00,2.276
1705048200,2024-01-12 03:30:00,1.716
1705049100,2024-01-12 03:45:00,1.265
1705050000,2024-01-12 04:00:00,0.956
1705050900,2024-01-12 04:15:00,0.796
1705051800,2024-01-12 04:30:00,0.662
1705052700,2024-01-12 04:45:00,0.660
1705053600,2024-01-12 05:00:00,0.719
1705054500,2024-01-12 05:15:00,0.906
1705055400,2024-01-12 05:30:00,1.085
1705056300,2024-01-12 05:45:00,1.226
1705057200,2024-01-12 06:00:00,1.572
1705058100,2024-01-12 06:15:00,1.860
1705059000,2024-01-12 06:30:00,2.326
1705059900,2024-01-12 06:45:00,2.835
1705060800,2024-01-12 07:00:00,3.422
1705061700,2024-01-12 07:15:00,4.103
1705062600,2024-01-12 07:30:00,4.926
1705063500,2024-01-12 07:45:00,5.690
1705064400,2024-01-12 08:00:00,6.563
1705065300,2024-01-12 08:15:00,7.576
1705066200,2024-01-12 08:30:00,8.587
1705067100,2024-01-12 08:45:00,9.521
1705068000,2024-01-12 09:00:00,10.348
1705068900,2024-01-12 09:15:00,11.045
1705069800,2024-01-12 09:30:00,11.560
1705070700,2024-01-12 09:45:00,12.010
1705071600,2024-01-12 10:00:00,12.263
1705072500,2024-01-12 10:15:00,12.421
1705073400,2024-01-12 10:30:00,12.557
1705074300,2024-01-12 10:45:00,12.561
1705075200,2024-01-12 11:00:00,12.710
1705076100,2024-01-12 11:15:00,12.678
1705077000,2024-01-12 11:30:00,12.605
1705077900,2024-01-12 11:45:00,12.445
1705078800,2024-01-12 12:00:00,12.190
1705079700,2024-01-12 12:15:00,11.831
1705080600,2024-01-12 12:30:00,11.474
1705081500,2024-01-12 12:45:00,10.857
1705082400,2024-01-12 13:00:00,10.257
1705083300,2024-01-12 13:15:00,9.606
1705084200,2024-01-12 13:30:00,8.781
1705085100,2024-01-12 13:45:00,7.910
1705086000,2024-01-12 14:00:00,6.850
1705086900,2024-01-12 14:15:00,5.938
1705087800,2024-01-12 14:30:00,4.885
1705088700,2024-01-12 14:45:00,4.054
1705089600,2024-01-12 15:00:00,3.228
1705090500,2024-01-12 15:15:00,2.412
1705091400,2024-01-12 15:30:00,1.621
1705092300,2024-01-12 15:45:00,0.961
1705093200,2024-01-12 16:00:00,0.333
1705094100,2024-01-12 16:15:00,-0.160
1705095000,2024-01-12 16:30:00,-0.600
1705102200,2024-01-12 18:30:00,-0.319
1705103100,2024-01-12 18:45:00,0.158
1705104000,2024-01-12 19:00:00,0.775
1705104900,2024-01-12 19:15:00,1.317
1705105800,2024-01-12 19:30:00,1.953
1705106700,2024-01-12 19:45:00,2.734
1705107600,2024-01-12 20:00:00,3.406
1705108500,2024-01-12 20:15:00,4.446
1705109400,2024-01-12 20:30:00,5.400
1705110300,2024-01-12 20:45:00,6.220
1705111200,2024-01-12 21:00:00,7.115
1705112100,2024-01-12 21:15:00,7.863
1705113000,2024-01-12 21:30:00,8.740
1705113900,2024-01-12 21:45:00,9.546
1705114800,2024-01-12 22:00:00,10.296
1705115700,2024-01-12 22:15:00,10.701
1705116600,2024-01-12 22:30:00,10.958
1705117500,2024-01-12 22:45:00,11.392
1705118400,2024-01-12 23:00:00,11.873
1705119300,2024-01-12 23:15:00,11.955
1705120200,2024-01-12 23:30:00,12.011
1705121100,2024-01-12 23:45:00,12.111
1705122000,2024-01-13 00:00:00,12.021
1705122900,2024-01-13 00:15:00,12.021
1705123800,2024-01-13 00:30:00,11.887
1705124700,2024-01-13 00:45:00,11.548
1705125600,2024-01-13 01:00:00,10.999
1705126500,2024-01-13 01:15:00,10.455
1705127400,2024-01-13 01:30:00,10.310
1705128300,2024-01-13 01:45:00,9.587
1705129200,2024-01-13 02:00:00,8.782
1705130100,2024-01-13 02:15:00,7.991
1705131000,2024-01-13 02:30:00,7.235
1705131900,2024-01-13 02:45:00,6.315
1705132800,2024-01-13 03:00:00,5.368
1705133700,2024-01-13 03:15:00,4.739
1705134600,2024-01-13 03:30:00,4.087
1705135500,2024-01-13 03:45:00,3.417
1705136400,2024-01-13 04:00:00,2.284
1705137300,2024-01-13 04:15:00,2.079
1705138200,2024-01-13 04:30:00,1.666
1705139100,2024-01-13 04:45:00,1.546
1705140000,2024-01-13 05:00:00,1.262
1705140900,2024-01-13 05:15:00,1.099
1705141800,2024-01-13 05:30:00,0.865
1705142700,2024-01-13 05:45:00,0.805
1705143600,2024-01-13 06:00:00,1.094
1705144500,2024-01-13 06:15:00,1.218
1705145400,2024-01-13 06:30:00,1.599
1705146300,2024-01-13 06:45:00,2.297
1705147200,2024-01-13 07:00:00,2.325
1705148100,2024-01-13 07:15:00,3.101
1705149000,2024-01-13 07:30:00,3.561
1705149900,2024-01-13 07:45:00,4.260
1705150800,2024-01-13 08:00:00,4.986
1705151700,2024-01-13 08:15:00,6.006
1705152600,2024-01-13 08:30:00,7.125
1705153500,2024-01-13 08:45:00,8.004
1705154400,2024-01-13 09:00:00,8.779
1705155300,2024-01-13 09:15:00,10.146
1705156200,2024-01-13 09:30:00,11.102
1705157100,2024-01-13 09:45:00,11.776
1705158000,2024-01-13 10:00:00,12.911
1705158900,2024-01-13 10:15:00,13.571
1705159800,2024-01-13 10:30:00,13.867
1705160700,2024-01-13 10:45:00,14.493
1705161600,2024-01-13 11:00:00,14.865
1705162500,2024-01-13 11:15:00,15.108
1705163400,2024-01-13 11:30:00,15.261
1705164300,2024-01-13 11:45:00,15.379
1705165200,2024-01-13 12:00:00,15.511
1705166100,2024-01-13 12:15:00,15.131
1705167000,2024-01-13 12:30:00,15.333
1705167900,2024-01-13 12:45:00,15.102
1705168800,2024-01-13 13:00:00,14.749
1705169700,2024-01-13 13:15:00,14.350
1705170600,2024-01-13 13:30:00,13.979
1705171500,2024-01-13 13:45:00,13.224
1705172400,2024-01-13 14:00:00,12.717
1705173300,2024-01-13 14:15:00,12.021
1705174200,2024-01-13 14:30:00,10.938
1705175100,2024-01-13 14:45:00,9.819
1705176000,2024-01-13 15:00:00,8.884
1705176900,2024-01-13 15:15:00,8.003
1705177800,2024-01-13 15:30:00,7.023
1705178700,2024-01-13 15:45:00,5.998
1705179600,2024-01-13 16:00:00,5.254
1705180500,2024-01-13 16:15:00,4.331
1705181400,2024-01-13 16:30:00,3.453
1705182300,2024-01-13 16:45:00,2.792
1705183200,2024-01-13 17:00:00,2.221
1705184100,2024-01-13 17:15:00,1.915
1705185000,2024-01-13 17:30:00,1.493
1705185900,2024-01-13 17:45:00,1.273
1705186800,2024-01-13 18:00:00,1.120
1705187700,2024-01-13 18:15:00,0.992
1705188600,2024-01-13 18:30:00,0.695
1705189500,2024-01-13 18:45:00,0.585
1705190400,2024-01-13 19:00:00,0.860
1705191300,2024-01-13 19:15:00,1.004
1705192200,2024-01-13 19:30:00,1.248
1705193100,2024-01-13 19:45:00,1.746
1705194000,2024-01-13 20:00:00,2.216
1705194900,2024-01-13 20:15:00,2.765
1705195800,2024-01-13 20:30:00,3.483
1705196700,2024-01-13 20:45:00,4.173
1705197600,2024-01-13 21:00:00,5.037
1705198500,2024-01-13 21:15:00,5.984
1705199400,2024-01-13 21:30:00,6.659
1705200300,2024-01-13 21:45:00,7.384
1705201200,2024-01-13 22:00:00,8.328
1705202100,2024-01-13 22:15:00,9.035
1705203000,2024-01-13 22:30:00,9.918
1705203900,2024-01-13 22:45:00,10.524
1705204800,2024-01-13 23:00:00,11.139
1705205700,2024-01-13 23:15:00,11.674
1705206600,2024-01-13 23:30:00,11.961
1705207500,2024-01-13 23:45:00,12.258
1705208400,2024-01-14 00:00:00,12.606
1705209300,2024-01-14 00:15:00,12.681
1705210200,2024-01-14 00:30:00,12.598
1705211100,2024-01-14 00:45:00,12.602
1705212000,2024-01-14 01:00:00,12.457
1705212900,2024-01-14 01:15:00,12.126
1705213800,2024-01-14 01:30:00,11.911
1705214700,2024-01-14 01:45:00,11.469
1705215600,2024-01-14 02:00:00,11.078
1705216500,2024-01-14 02:15:00,10.557
1705217400,2024-01-14 02:30:00,9.871
1705218300,2024-01-14 02:45:00,9.248
1705219200,2024-01-14 03:00:00,8.511
1705220100,2024-01-14 03:15:00,7.629
1705221000,2024-01-14 03:30:00,6.772
1705221900,2024-01-14 03:45:00,6.074
1705222800,2024-01-14 04:00:00,5.365
1705223700,2024-01-14 04:15:00,4.656
1705224600,2024-01-14 04:30:00,3.787
1705225500,2024-01-14 04:45:00,3.047
1705226400,2024-01-14 05:00:00,2.280
1705227300,2024-01-14 05:15:00,1.681
1705228200,2024-01-14 05:30:00,1.195
1705229100,2024-01-14 05:45:00,0.937
1705230000,2024-01-14 06:00:00,0.696
1705230900,2024-01-14 06:15:00,0.382
1705231800,2024-01-14 06:30:00,0.233
1705232700,2024-01-14 06:45:00,0.225
1705233600,2024-01-14 07:00:00,0.326
1705234500,2024-01-14 07:15:00,0.539
1705235400,2024-01-14 07:30:00,0.782
1705236300,2024-01-14 07:45:00,1.282
1705237200,2024-01-14 08:00:00,1.611
1705238100,2024-01-14 08:15:00,2.118
1705239000,2024-01-14 08:30:00,2.876
1705239900,2024-01-14 08:45:00,3.634
1705240800,2024-01-14 09:00:00,4.452
1705241700,2024-01-14 09:15:00,5.267
1705242600,2024-01-14 09:30:00,6.143
1705243500,2024-01-14 09:45:00,7.026
1705244400,2024-01-14 10:00:00,7.975
1705245300,2024-01-14 10:15:00,8.854
1705246200,2024-01-14 10:30:00,9.798
1705247100,2024-01-14 10:45:00,10.543
1705248000,2024-01-14 11:00:00,11.285
1705248900,2024-01-14 11:15:00,11.803
1705249800,2024-01-14 11:30:00,12.334
1705250700,2024-01-14 11:45:00,12.791
1705251600,2024-01-14 12:00:00,13.044
1705252500,2024-01-14 12:15:00,13.349
1705253400,2024-01-14 12:30:00,13.485
1705254300,2024-01-14 12:45:00,13.465
1705255200,2024-01-14 13:00:00,13.410
1705256100,2024-01-14 13:15:00,13.283
1705257000,2024-01-14 13:30:00,13.073
1705257900,2024-01-14 13:45:00,12.828
1705258800,2024-01-14 14:00:00,12.482
1705259700,2024-01-14 14:15:00,12.033
1705260600,2024-01-14 14:30:00,11.514
1705261500,2024-01-14 14:45:00,10.723
1705262400,2024-01-14 15:00:00,10.123
1705263300,2024-01-14 15:15:00,9.216
1705264200,2024-01-14 15:30:00,8.087
1705265100,2024-01-14 15:45:00,7.269
1705266000,2024-01-14 16:00:00,6.345
1705266900,2024-01-14 16:15:00,5.543
1705267800,2024-01-14 16:30:00,4.725
1705268700,2024-01-14 16:45:00,3.844
1705269600,2024-01-14 17:00:00,2.922
1705270500,2024-01-14 17:15:00,2.162
1705271400,2024-01-14 17:30:00,1.291
1705272300,2024-01-14 17:45:00,0.829
1705273200,2024-01-14 18:00:00,0.223
1705274100,2024-01-14 18:15:00,-0.208
1705275000,2024-01-14 18:30:00,-0.606
1705275900,2024-01-14 18:45:00,-0.658
1705276800,2024-01-14 19:00:00,-0.682
1705277700,2024-01-14 19:15:00,-0.560
1705278600,2024-01-14 19:30:00,-0.470
1705279500,2024-01-14 19:45:00,-0.689
1705280400,2024-01-14 20:00:00,-0.070
1705281300,2024-01-14 20:15:00,0.253
1705282200,2024-01-14 20:30:00,0.350
1705283100,2024-01-14 20:45:00,1.042
1705284000,2024-01-14 21:00:00,1.547
1705284900,2024-01-14 21:15:00,1.879
1705285800,2024-01-14 21:30:00,2.447
1705286700,2024-01-14 21:45:00,3.086
1705287600,2024-01-14 22:00:00,3.842
1705288500,2024-01-14 22:15:00,4.644
1705289400,2024-01-14 22:30:00,5.746
1705290300,2024-01-14 22:45:00,6.756
1705291200,2024-01-14 23:00:00,7.873
