timestamp [sec UTC],timestring [America/New_York],Water level [ft]
1702021500,2023-12-08 02:45:00,3.576
1702022400,2023-12-08 03:00:00,4.019
1702023300,2023-12-08 03:15:00,4.500
1702024200,2023-12-08 03:30:00,5.011
1702025100,2023-12-08 03:45:00,5.633
1702026000,2023-12-08 04:00:00,6.146
1702026900,2023-12-08 04:15:00,6.781
1702027800,2023-12-08 04:30:00,7.339
1702028700,2023-12-08 04:45:00,7.784
1702029600,2023-12-08 05:00:00,8.245
1702030500,2023-12-08 05:15:00,8.538
1702031400,2023-12-08 05:30:00,8.849
1702032300,2023-12-08 05:45:00,9.164
1702033200,2023-12-08 06:00:00,9.349
1702034100,2023-12-08 06:15:00,9.585
1702035000,2023-12-08 06:30:00,9.734
1702035900,2023-12-08 06:45:00,9.862
1702036800,2023-12-08 07:00:00,9.815
1702037700,2023-12-08 07:15:00,9.838
1702038600,2023-12-08 07:30:00,9.883
1702039500,2023-12-08 07:45:00,9.665
1702040400,2023-12-08 08:00:00,9.621
1702041300,2023-12-08 08:15:00,9.420
1702042200,2023-12-08 08:30:00,9.040
1702043100,2023-12-08 08:45:00,8.664
1702044000,2023-12-08 09:00:00,8.232
1702044900,2023-12-08 09:15:00,7.795
1702045800,2023-12-08 09:30:00,7.233
1702046700,2023-12-08 09:45:00,6.729
1702047600,2023-12-08 10:00:00,6.148
1702048500,2023-12-08 10:15:00,5.521
1702049400,2023-12-08 10:30:00,5.012
1702050300,2023-12-08 10:45:00,4.444
1702051200,2023-12-08 11:00:00,3.945
1702052100,2023-12-08 11:15:00,3.512
1702053000,2023-12-08 11:30:00,3.004
1702053900,2023-12-08 11:45:00,2.705
1702054800,2023-12-08 12:00:00,2.303
1702055700,2023-12-08 12:15:00,2.077
1702056600,2023-12-08 12:30:00,1.847
1702057500,2023-12-08 12:45:00,1.733
1702058400,2023-12-08 13:00:00,1.656
1702059300,2023-12-08 13:15:00,1.585
1702060200,2023-12-08 13:30:00,1.579
1702061100,2023-12-08 13:45:00,1.562
1702062000,2023-12-08 14:00:00,1.675
1702062900,2023-12-08 14:15:00,1.782
1702063800,2023-12-08 14:30:00,1.968
1702064700,2023-12-08 14:45:00,2.165
1702065600,2023-12-08 15:00:00,2.476
1702066500,2023-12-08 15:15:00,2.807
1702067400,2023-12-08 15:30:00,3.191
1702068300,2023-12-08 15:45:00,3.689
1702069200,2023-12-08 16:00:00,4.243
1702070100,2023-12-08 16:15:00,4.768
1702071000,2023-12-08 16:30:00,5.382
1702071900,2023-12-08 16:45:00,5.971
1702072800,2023-12-08 17:00:00,6.524
1702073700,2023-12-08 17:15:00,7.005
1702074600,2023-12-08 17:30:00,7.511
1702075500,2023-12-08 17:45:00,7.980
1702076400,2023-12-08 18:00:00,8.273
1702077300,2023-12-08 18:15:00,8.523
1702078200,2023-12-08 18:30:00,8.741
1702079100,2023-12-08 18:45:00,8.894
1702080000,2023-12-08 19:00:00,8.944
1702080900,2023-12-08 19:15:00,8.956
1702081800,2023-12-08 19:30:00,8.979
1702082700,2023-12-08 19:45:00,8.997
1702083600,2023-12-08 20:00:00,8.979
1702084500,2023-12-08 20:15:00,8.897
1702085400,2023-12-08 20:30:00,8.740
1702086300,2023-12-08 20:45:00,8.490
1702087200,2023-12-08 21:00:00,8.201
1702088100,2023-12-08 21:15:00,7.817
1702089000,2023-12-08 21:30:00,7.481
1702089900,2023-12-08 21:45:00,6.930
1702090800,2023-12-08 22:00:00,6.431
1702091700,2023-12-08 22:15:00,5.883
1702092600,2023-12-08 22:30:00,5.305
1702093500,2023-12-08 22:45:00,4.846
1702094400,2023-12-08 23:00:00,4.277
1702095300,2023-12-08 23:15:00,3.722
1702096200,2023-12-08 23:30:00,3.280
1702097100,2023-12-08 23:45:00,2.776
1702098000,2023-12-09 00:00:00,2.394
1702098900,2023-12-09 00:15:00,2.121
1702099800,2023-12-09 00:30:00,1.885
1702100700,2023-12-09 00:45:00,1.643
1702101600,2023-12-09 01:00:00,1.544
1702102500,2023-12-09 01:15:00,1.329
1702103400,2023-12-09 01:30:00,1.384
1702104300,2023-12-09 01:45:00,1.394
1702105200,2023-12-09 02:00:00,1.558
1702106100,2023-12-09 02:15:00,1.563
1702107000,2023-12-09 02:30:00,1.766
1702107900,2023-12-09 02:45:00,2.053
1702108800,2023-12-09 03:00:00,2.383
1702109700,2023-12-09 03:15:00,2.689
1702110600,2023-12-09 03:30:00,3.124
1702111500,2023-12-09 03:45:00,3.662
1702112400,2023-12-09 04:00:00,4.166
1702113300,2023-12-09 04:15:00,4.674
1702114200,2023-12-09 04:30:00,5.316
1702115100,2023-12-09 04:45:00,5.917
1702116000,2023-12-09 05:00:00,6.502
1702116900,2023-12-09 05:15:00,7.098
1702117800,2023-12-09 05:30:00,7.801
1702118700,2023-12-09 05:45:00,8.319
1702119600,2023-12-09 06:00:00,8.741
1702120500,2023-12-09 06:15:00,9.178
1702121400,2023-12-09 06:30:00,9.629
1702122300,2023-12-09 06:45:00,9.784
1702123200,2023-12-09 07:00:00,9.981
1702124100,2023-12-09 07:15:00,10.205
1702125000,2023-12-09 07:30:00,10.299
1702125900,2023-12-09 07:45:00,10.353
1702126800,2023-12-09 08:00:00,10.358
1702127700,2023-12-09 08:15:00,10.311
1702128600,2023-12-09 08:30:00,10.170
1702129500,2023-12-09 08:45:00,9.993
1702130400,2023-12-09 09:00:00,9.788
1702131300,2023-12-09 09:15:00,9.618
1702132200,2023-12-09 09:30:00,9.166
1702133100,2023-12-09 09:45:00,8.727
1702134000,2023-12-09 10:00:00,8.350
1702134900,2023-12-09 10:15:00,7.751
1702135800,2023-12-09 10:30:00,7.099
1702136700,2023-12-09 10:45:00,6.487
1702137600,2023-12-09 11:00:00,5.930
1702138500,2023-12-09 11:15:00,5.390
1702139400,2023-12-09 11:30:00,4.798
1702140300,2023-12-09 11:45:00,4.192
1702141200,2023-12-09 12:00:00,3.678
1702142100,2023-12-09 12:15:00,3.245
1702143000,2023-12-09 12:30:00,2.904
1702143900,2023-12-09 12:45:00,2.564
1702144800,2023-12-09 13:00:00,2.248
1702145700,2023-12-09 13:15:00,2.042
1702146600,2023-12-09 13:30:00,1.832
1702147500,2023-12-09 13:45:00,1.727
1702148400,2023-12-09 14:00:00,1.561
1702149300,2023-12-09 14:15:00,1.528
1702150200,2023-12-09 14:30:00,1.496
1702151100,2023-12-09 14:45:00,1.586
1702152000,2023-12-09 15:00:00,1.673
1702152900,2023-12-09 15:15:00,1.869
1702153800,2023-12-09 15:30:00,2.138
1702154700,2023-12-09 15:45:00,2.450
1702155600,2023-12-09 16:00:00,2.829
1702156500,2023-12-09 16:15:00,3.313
1702157400,2023-12-09 16:30:00,3.836
1702158300,2023-12-09 16:45:00,4.449
1702159200,2023-12-09 17:00:00,5.107
1702160100,2023-12-09 17:15:00,5.759
1702161000,2023-12-09 17:30:00,6.412
1702161900,2023-12-09 17:45:00,7.000
1702162800,2023-12-09 18:00:00,7.474
1702163700,2023-12-09 18:15:00,7.917
1702164600,2023-12-09 18:30:00,8.289
1702165500,2023-12-09 18:45:00,8.593
1702166400,2023-12-09 19:00:00,8.971
1702167300,2023-12-09 19:15:00,9.138
1702168200,2023-12-09 19:30:00,9.399
1702169100,2023-12-09 19:45:00,9.583
1702170000,2023-12-09 20:00:00,9.726
1702170900,2023-12-09 20:15:00,9.755
1702171800,2023-12-09 20:30:00,9.747
1702172700,2023-12-09 20:45:00,9.791
1702173600,2023-12-09 21:00:00,9.640
1702174500,2023-12-09 21:15:00,9.424
1702175400,2023-12-09 21:30:00,9.333
1702176300,2023-12-09 21:45:00,8.920
1702177200,2023-12-09 22:00:00,8.524
1702178100,2023-12-09 22:15:00,8.120
1702179000,2023-12-09 22:30:00,7.652
1702179900,2023-12-09 22:45:00,7.188
1702180800,2023-12-09 23:00:00,6.602
1702181700,2023-12-09 23:15:00,6.068
1702182600,2023-12-09 23:30:00,5.446
1702183500,2023-12-09 23:45:00,4.798
1702184400,2023-12-10 00:00:00,4.268
1702185300,2023-12-10 00:15:00,3.772
1702186200,2023-12-10 00:30:00,3.333
1702187100,2023-12-10 00:45:00,2.923
1702188000,2023-12-10 01:00:00,2.538
1702188900,2023-12-10 01:15:00,2.320
1702189800,2023-12-10 01:30:00,1.998
1702190700,2023-12-10 01:45:00,1.897
1702191600,2023-12-10 02:00:00,1.840
1702192500,2023-12-10 02:15:00,1.947
1702193400,2023-12-10 02:30:00,1.981
1702194300,2023-12-10 02:45:00,2.153
1702195200,2023-12-10 03:00:00,2.185
1702196100,2023-12-10 03:15:00,2.401
1702197000,2023-12-10 03:30:00,2.599
1702197900,2023-12-10 03:45:00,2.914
1702198800,2023-12-10 04:00:00,3.364
1702199700,2023-12-10 04:15:00,3.702
1702200600,2023-12-10 04:30:00,4.184
1702201500,2023-12-10 04:45:00,4.647
1702202400,2023-12-10 05:00:00,5.306
1702203300,2023-12-10 05:15:00,5.952
1702204200,2023-12-10 05:30:00,6.779
1702205100,2023-12-10 05:45:00,7.422
1702206000,2023-12-10 06:00:00,8.053
1702206900,2023-12-10 06:15:00,8.807
1702207800,2023-12-10 06:30:00,9.450
1702208700,2023-12-10 06:45:00,9.890
1702209600,2023-12-10 07:00:00,10.377
1702210500,2023-12-10 07:15:00,10.637
1702211400,2023-12-10 07:30:00,10.851
1702212300,2023-12-10 07:45:00,11.033
1702213200,2023-12-10 08:00:00,11.128
1702214100,2023-12-10 08:15:00,11.093
1702215000,2023-12-10 08:30:00,10.973
1702215900,2023-12-10 08:45:00,10.965
1702216800,2023-12-10 09:00:00,10.978
1702217700,2023-12-10 09:15:00,10.798
1702218600,2023-12-10 09:30:00,10.947
1702219500,2023-12-10 09:45:00,10.779
1702220400,2023-12-10 10:00:00,10.584
1702221300,2023-12-10 10:15:00,10.087
1702222200,2023-12-10 10:30:00,9.465
1702223100,2023-12-10 10:45:00,8.855
1702224000,2023-12-10 11:00:00,8.227
1702224900,2023-12-10 11:15:00,7.373
1702225800,2023-12-10 11:30:00,6.537
1702226700,2023-12-10 11:45:00,5.918
1702227600,2023-12-10 12:00:00,5.147
1702228500,2023-12-10 12:15:00,4.585
1702229400,2023-12-10 12:30:00,4.005
1702230300,2023-12-10 12:45:00,3.472
1702231200,2023-12-10 13:00:00,3.003
1702232100,2023-12-10 13:15:00,2.609
1702233000,2023-12-10 13:30:00,2.290
1702233900,2023-12-10 13:45:00,1.916
1702234800,2023-12-10 14:00:00,1.652
1702235700,2023-12-10 14:15:00,1.486
1702236600,2023-12-10 14:30:00,1.231
1702237500,2023-12-10 14:45:00,0.979
1702238400,2023-12-10 15:00:00,0.938
1702239300,2023-12-10 15:15:00,1.024
1702240200,2023-12-10 15:30:00,1.012
1702241100,2023-12-10 15:45:00,1.063
1702242000,2023-12-10 16:00:00,1.356
1702242900,2023-12-10 16:15:00,1.649
1702243800,2023-12-10 16:30:00,2.167
1702244700,2023-12-10 16:45:00,2.543
1702245600,2023-12-10 17:00:00,3.275
1702246500,2023-12-10 17:15:00,3.882
1702247400,2023-12-10 17:30:00,4.609
1702248300,2023-12-10 17:45:00,5.309
1702249200,2023-12-10 18:00:00,5.967
1702250100,2023-12-10 18:15:00,6.640
1702251000,2023-12-10 18:30:00,7.296
1702251900,2023-12-10 18:45:00,7.921
1702252800,2023-12-10 19:00:00,8.399
1702253700,2023-12-10 19:15:00,8.813
1702254600,2023-12-10 19:30:00,9.260
1702255500,2023-12-10 19:45:00,9.692
1702256400,2023-12-10 20:00:00,9.881
1702257300,2023-12-10 20:15:00,10.055
1702258200,2023-12-10 20:30:00,10.225
1702259100,2023-12-10 20:45:00,10.400
1702260000,2023-12-10 21:00:00,10.465
1702260900,2023-12-10 21:15:00,10.575
1702261800,2023-12-10 21:30:00,10.549
1702262700,2023-12-10 21:45:00,10.356
1702263600,2023-12-10 22:00:00,10.257
1702264500,2023-12-10 22:15:00,10.142
1702265400,2023-12-10 22:30:00,9.736
1702266300,2023-12-10 22:45:00,9.329
1702267200,2023-12-10 23:00:00,8.889
1702268100,2023-12-10 23:15:00,8.352
1702269000,2023-12-10 23:30:00,7.776
1702269900,2023-12-10 23:45:00,7.204
1702270800,2023-12-11 00:00:00,6.555
1702271700,2023-12-11 00:15:00,5.976
1702272600,2023-12-11 00:30:00,5.344
1702273500,2023-12-11 00:45:00,4.743
1702274400,2023-12-11 01:00:00,4.153
1702275300,2023-12-11 01:15:00,3.711
1702276200,2023-12-11 01:30:00,3.275
1702277100,2023-12-11 01:45:00,2.930
1702278000,2023-12-11 02:00:00,2.634
1702278900,2023-12-11 02:15:00,2.411
1702279800,2023-12-11 02:30:00,2.287
1702280700,2023-12-11 02:45:00,2.176
1702281600,2023-12-11 03:00:00,2.092
1702282500,2023-12-11 03:15:00,2.082
1702283400,2023-12-11 03:30:00,2.243
1702284300,2023-12-11 03:45:00,2.478
1702285200,2023-12-11 04:00:00,2.784
1702286100,2023-12-11 04:15:00,2.943
1702287000,2023-12-11 04:30:00,3.426
1702287900,2023-12-11 04:45:00,3.817
1702288800,2023-12-11 05:00:00,4.426
1702289700,2023-12-11 05:15:00,4.980
1702290600,2023-12-11 05:30:00,5.597
1702291500,2023-12-11 05:45:00,6.323
1702292400,2023-12-11 06:00:00,7.064
1702293300,2023-12-11 06:15:00,7.646
1702294200,2023-12-11 06:30:00,8.404
1702295100,2023-12-11 06:45:00,9.028
1702296000,2023-12-11 07:00:00,9.751
1702296900,2023-12-11 07:15:00,10.324
1702297800,2023-12-11 07:30:00,10.944
1702298700,2023-12-11 07:45:00,11.320
1702299600,2023-12-11 08:00:00,11.269
1702300500,2023-12-11 08:15:00,11.607
1702301400,2023-12-11 08:30:00,11.798
1702302300,2023-12-11 08:45:00,11.688
1702303200,2023-12-11 09:00:00,12.049
1702304100,2023-12-11 09:15:00,12.159
1702305000,2023-12-11 09:30:00,12.268
1702305900,2023-12-11 09:45:00,12.282
1702306800,2023-12-11 10:00:00,12.277
1702307700,2023-12-11 10:15:00,12.035
1702308600,2023-12-11 10:30:00,12.009
1702309500,2023-12-11 10:45:00,11.521
1702310400,2023-12-11 11:00:00,11.057
1702311300,2023-12-11 11:15:00,10.436
1702312200,2023-12-11 11:30:00,9.686
1702313100,2023-12-11 11:45:00,8.533
1702314000,2023-12-11 12:00:00,8.026
1702314900,2023-12-11 12:15:00,6.965
1702315800,2023-12-11 12:30:00,6.518
1702316700,2023-12-11 12:45:00,6.135
1702317600,2023-12-11 13:00:00,5.017
1702318500,2023-12-11 13:15:00,4.211
1702319400,2023-12-11 13:30:00,3.388
1702320300,2023-12-11 13:45:00,2.998
1702321200,2023-12-11 14:00:00,2.130
1702322100,2023-12-11 14:15:00,1.583
1702323000,2023-12-11 14:30:00,1.478
1702323900,2023-12-11 14:45:00,1.130
1702324800,2023-12-11 15:00:00,0.967
1702325700,2023-12-11 15:15:00,0.740
1702326600,2023-12-11 15:30:00,0.618
1702327500,2023-12-11 15:45:00,0.494
1702328400,2023-12-11 16:00:00,0.645
1702329300,2023-12-11 16:15:00,0.503
1702330200,2023-12-11 16:30:00,0.656
1702331100,2023-12-11 16:45:00,0.826
1702332000,2023-12-11 17:00:00,1.186
1702332900,2023-12-11 17:15:00,1.661
1702333800,2023-12-11 17:30:00,1.735
1702334700,2023-12-11 17:45:00,2.444
1702335600,2023-12-11 18:00:00,3.071
1702336500,2023-12-11 18:15:00,3.762
1702337400,2023-12-11 18:30:00,4.484
1702338300,2023-12-11 18:45:00,5.146
1702339200,2023-12-11 19:00:00,5.731
1702340100,2023-12-11 19:15:00,6.647
1702341000,2023-12-11 19:30:00,7.258
1702341900,2023-12-11 19:45:00,7.783
1702342800,2023-12-11 20:00:00,8.534
1702343700,2023-12-11 20:15:00,8.982
1702344600,2023-12-11 20:30:00,9.203
1702345500,2023-12-11 20:45:00,9.393
1702346400,2023-12-11 21:00:00,9.474
1702347300,2023-12-11 21:15:00,9.713
1702348200,2023-12-11 21:30:00,9.882
1702349100,2023-12-11 21:45:00,9.964
1702350000,2023-12-11 22:00:00,9.900
1702350900,2023-12-11 22:15:00,9.900
1702351800,2023-12-11 22:30:00,9.737
1702352700,2023-12-11 22:45:00,9.509
1702353600,2023-12-11 23:00:00,9.471
1702354500,2023-12-11 23:15:00,9.217
1702355400,2023-12-11 23:30:00,8.763
1702356300,2023-12-11 23:45:00,8.329
1702357200,2023-12-12 00:00:00,7.722
1702358100,2023-12-12 00:15:00,7.074
1702359000,2023-12-12 00:30:00,6.471
1702359900,2023-12-12 00:45:00,6.016
1702360800,2023-12-12 01:00:00,5.323
1702361700,2023-12-12 01:15:00,4.739
1702362600,2023-12-12 01:30:00,3.995
1702363500,2023-12-12 01:45:00,3.456
1702364400,2023-12-12 02:00:00,2.799
1702365300,2023-12-12 02:15:00,2.370
1702366200,2023-12-12 02:30:00,2.000
1702367100,2023-12-12 02:45:00,1.732
1702368000,2023-12-12 03:00:00,1.579
1702368900,2023-12-12 03:15:00,1.374
1702369800,2023-12-12 03:30:00,1.301
1702370700,2023-12-12 03:45:00,1.209
1702371600,2023-12-12 04:00:00,1.318
1702372500,2023-12-12 04:15:00,1.375
1702373400,2023-12-12 04:30:00,1.554
1702374300,2023-12-12 04:45:00,1.735
1702375200,2023-12-12 05:00:00,1.967
1702376100,2023-12-12 05:15:00,2.252
1702377000,2023-12-12 05:30:00,2.693
1702377900,2023-12-12 05:45:00,3.134
1702378800,2023-12-12 06:00:00,3.644
1702379700,2023-12-12 06:15:00,4.245
1702380600,2023-12-12 06:30:00,4.893
1702381500,2023-12-12 06:45:00,5.627
1702382400,2023-12-12 07:00:00,6.369
1702383300,2023-12-12 07:15:00,7.205
1702384200,2023-12-12 07:30:00,7.907
1702385100,2023-12-12 07:45:00,8.587
1702386000,2023-12-12 08:00:00,9.234
1702386900,2023-12-12 08:15:00,9.807
1702387800,2023-12-12 08:30:00,10.325
1702388700,2023-12-12 08:45:00,10.697
1702389600,2023-12-12 09:00:00,11.021
1702390500,2023-12-12 09:15:00,11.179
1702391400,2023-12-12 09:30:00,11.210
1702392300,2023-12-12 09:45:00,11.197
1702393200,2023-12-12 10:00:00,11.191
1702394100,2023-12-12 10:15:00,11.058
1702395000,2023-12-12 10:30:00,11.035
1702395900,2023-12-12 10:45:00,10.872
1702396800,2023-12-12 11:00:00,10.556
1702397700,2023-12-12 11:15:00,10.271
1702398600,2023-12-12 11:30:00,9.801
1702399500,2023-12-12 11:45:00,9.356
1702400400,2023-12-12 12:00:00,8.851
1702401300,2023-12-12 12:15:00,8.269
1702402200,2023-12-12 12:30:00,7.686
1702403100,2023-12-12 12:45:00,6.950
1702404000,2023-12-12 13:00:00,6.282
1702404900,2023-12-12 13:15:00,5.442
1702405800,2023-12-12 13:30:00,4.671
1702406700,2023-12-12 13:45:00,3.944
1702407600,2023-12-12 14:00:00,3.136
1702408500,2023-12-12 14:15:00,2.449
1702409400,2023-12-12 14:30:00,1.786
1702410300,2023-12-12 14:45:00,1.183
1702411200,2023-12-12 15:00:00,0.735
1702412100,2023-12-12 15:15:00,0.342
1702413000,2023-12-12 15:30:00,-0.002
1702413900,2023-12-12 15:45:00,-0.239
1702414800,2023-12-12 16:00:00,-0.318
1702415700,2023-12-12 16:15:00,-0.274
1702416600,2023-12-12 16:30:00,-0.281
1702417500,2023-12-12 16:45:00,-0.109
1702418400,2023-12-12 17:00:00,0.156
1702419300,2023-12-12 17:15:00,0.334
1702420200,2023-12-12 17:30:00,0.660
1702421100,2023-12-12 17:45:00,0.952
1702422000,2023-12-12 18:00:00,1.338
1702422900,2023-12-12 18:15:00,1.801
1702423800,2023-12-12 18:30:00,2.298
1702424700,2023-12-12 18:45:00,2.915
1702425600,2023-12-12 19:00:00,3.659
1702426500,2023-12-12 19:15:00,4.433
1702427400,2023-12-12 19:30:00,5.206
1702428300,2023-12-12 19:45:00,5.998
1702429200,2023-12-12 20:00:00,6.822
1702430100,2023-12-12 20:15:00,7.536
1702431000,2023-12-12 20:30:00,8.190
1702431900,2023-12-12 20:45:00,8.731
1702432800,2023-12-12 21:00:00,9.187
1702433700,2023-12-12 21:15:00,9.508
1702434600,2023-12-12 21:30:00,9.774
1702435500,2023-12-12 21:45:00,9.994
1702436400,2023-12-12 22:00:00,10.006
1702437300,2023-12-12 22:15:00,10.051
1702438200,2023-12-12 22:30:00,10.191
1702439100,2023-12-12 22:45:00,10.223
1702440000,2023-12-12 23:00:00,10.245
1702440900,2023-12-12 23:15:00,10.153
1702441800,2023-12-12 23:30:00,9.924
1702442700,2023-12-12 23:45:00,9.583
1702443600,2023-12-13 00:00:00,9.272
1702444500,2023-12-13 00:15:00,8.906
1702445400,2023-12-13 00:30:00,8.316
1702446300,2023-12-13 00:45:00,7.744
1702447200,2023-12-13 01:00:00,7.139
1702448100,2023-12-13 01:15:00,6.345
1702449000,2023-12-13 01:30:00,5.707
1702449900,2023-12-13 01:45:00,4.985
1702450800,2023-12-13 02:00:00,4.290
1702451700,2023-12-13 02:15:00,3.607
1702452600,2023-12-13 02:30:00,2.952
1702453500,2023-12-13 02:45:00,2.338
1702454400,2023-12-13 03:00:00,1.774
1702455300,2023-12-13 03:15:00,1.346
1702456200,2023-12-13 03:30:00,1.025
1702457100,2023-12-13 03:45:00,0.889
1702458000,2023-12-13 04:00:00,0.729
1702458900,2023-12-13 04:15:00,0.672
1702459800,2023-12-13 04:30:00,0.779
1702460700,2023-12-13 04:45:00,0.866
1702461600,2023-12-13 05:00:00,1.083
1702462500,2023-12-13 05:15:00,1.211
1702463400,2023-12-13 05:30:00,1.451
1702464300,2023-12-13 05:45:00,1.730
1702465200,2023-12-13 06:00:00,2.116
1702466100,2023-12-13 06:15:00,2.474
1702467000,2023-12-13 06:30:00,3.003
1702467900,2023-12-13 06:45:00,3.521
1702468800,2023-12-13 07:00:00,4.212
1702469700,2023-12-13 07:15:00,4.947
1702470600,2023-12-13 07:30:00,5.733
1702471500,2023-12-13 07:45:00,6.543
1702472400,2023-12-13 08:00:00,7.403
1702473300,2023-12-13 08:15:00,8.327
1702474200,2023-12-13 08:30:00,9.085
1702475100,2023-12-13 08:45:00,9.802
1702476000,2023-12-13 09:00:00,10.476
1702476900,2023-12-13 09:15:00,10.898
1702477800,2023-12-13 09:30:00,11.189
1702478700,2023-12-13 09:45:00,11.362
1702479600,2023-12-13 10:00:00,11.552
1702480500,2023-12-13 10:15:00,11.652
1702481400,2023-12-13 10:30:00,11.603
1702482300,2023-12-13 10:45:00,11.448
1702483200,2023-12-13 11:00:00,11.275
1702484100,2023-12-13 11:15:00,11.078
1702485000,2023-12-13 11:30:00,10.941
1702485900,2023-12-13 11:45:00,10.725
1702486800,2023-12-13 12:00:00,10.457
1702487700,2023-12-13 12:15:00,10.098
1702488600,2023-12-13 12:30:00,9.618
1702489500,2023-12-13 12:45:00,9.056
1702490400,2023-12-13 13:00:00,8.384
1702491300,2023-12-13 13:15:00,7.537
1702492200,2023-12-13 13:30:00,6.776
1702493100,2023-12-13 13:45:00,5.959
1702494000,2023-12-13 14:00:00,5.032
1702494900,2023-12-13 14:15:00,4.150
1702495800,2023-12-13 14:30:00,3.346
1702496700,2023-12-13 14:45:00,2.467
1702497600,2023-12-13 15:00:00,1.679
1702498500,2023-12-13 15:15:00,1.031
1702499400,2023-12-13 15:30:00,0.420
1702500300,2023-12-13 15:45:00,-0.017
1702501200,2023-12-13 16:00:00,-0.448
1702502100,2023-12-13 16:15:00,-0.739
1702503000,2023-12-13 16:30:00,-0.738
1702503900,2023-12-13 16:45:00,-0.885
1702504800,2023-12-13 17:00:00,-0.816
1702505700,2023-12-13 17:15:00,-0.726
1702506600,2023-12-13 17:30:00,-0.539
1702507500,2023-12-13 17:45:00,-0.504
1702508400,2023-12-13 18:00:00,-0.304
1702509300,2023-12-13 18:15:00,-0.050
1702510200,2023-12-13 18:30:00,0.307
1702511100,2023-12-13 18:45:00,0.759
1702512000,2023-12-13 19:00:00,1.228
1702512900,2023-12-13 19:15:00,1.810
1702513800,2023-12-13 19:30:00,2.482
1702514700,2023-12-13 19:45:00,3.210
1702515600,2023-12-13 20:00:00,4.014
1702516500,2023-12-13 20:15:00,4.859
1702517400,2023-12-13 20:30:00,5.774
1702518300,2023-12-13 20:45:00,6.579
1702519200,2023-12-13 21:00:00,7.309
1702520100,2023-12-13 21:15:00,7.946
1702521000,2023-12-13 21:30:00,8.469
1702521900,2023-12-13 21:45:00,8.876
1702522800,2023-12-13 22:00:00,9.240
1702523700,2023-12-13 22:15:00,9.550
1702524600,2023-12-13 22:30:00,9.746
1702525500,2023-12-13 22:45:00,9.807
1702526400,2023-12-13 23:00:00,9.810
1702527300,2023-12-13 23:15:00,9.732
1702528200,2023-12-13 23:30:00,9.770
1702529100,2023-12-13 23:45:00,9.674
1702530000,2023-12-14 00:00:00,9.609
1702530900,2023-12-14 00:15:00,9.454
1702531800,2023-12-14 00:30:00,9.193
1702532700,2023-12-14 00:45:00,8.868
1702533600,2023-12-14 01:00:00,8.450
1702534500,2023-12-14 01:15:00,7.887
1702535400,2023-12-14 01:30:00,7.246
1702536300,2023-12-14 01:45:00,6.597
1702537200,2023-12-14 02:00:00,5.871
1702538100,2023-12-14 02:15:00,5.063
1702539000,2023-12-14 02:30:00,4.399
