# Downloaded at 2025-09-17 15:02:53 [UTC]
# Station name = Belfast Maine Harbor
# Device type = Weather
# Device serial = PTM5462
# Latitude [deg] = 44.428903
# Longitude [deg] = -69.004461
# Current altitude = 0.00 m
# 
# timestamp [sec UTC],timestring [America/New_York],Solar irradiance [W/m2],Rainfall intensity [mm],Wind speed [kn],Wind direction (coming from) [deg N],Wind gust speed [kn],Air temperature [deg C],Vapor pressure [kPa],Atmospheric pressure [kPa],Relative humidity [-],Air temperature (humidity sensor) [deg C]# 
1704729600,2024-01-08 11:00:00,358.000,0.000,19.238,330.456,27.583,-3.200,0.340,102.080,0.710,-0.500
1704730500,2024-01-08 11:15:00,369.000,0.000,18.426,335.706,29.974,-3.100,0.340,102.080,0.705,-0.400
1704731400,2024-01-08 11:30:00,378.000,0.000,15.098,325.226,25.834,-3.000,0.350,102.090,0.699,-0.300
1704732300,2024-01-08 11:45:00,386.000,0.000,18.823,330.284,27.117,-3.000,0.340,102.080,0.699,-0.300
1704733200,2024-01-08 12:00:00,390.000,0.000,17.692,328.615,24.978,-2.800,0.340,102.080,0.683,-0.400
1704734100,2024-01-08 12:15:00,393.000,0.000,17.477,335.630,30.518,-2.500,0.350,102.080,0.688,-0.200
1704735000,2024-01-08 12:30:00,369.000,0.000,18.007,335.510,28.477,-2.300,0.340,102.100,0.673,-0.100
1704735900,2024-01-08 12:45:00,331.000,0.000,17.205,324.101,27.253,-2.000,0.350,102.110,0.656,-0.300
1704736800,2024-01-08 13:00:00,373.000,0.000,20.473,337.209,31.412,-1.900,0.350,102.110,0.656,0.100
1704737700,2024-01-08 13:15:00,364.000,0.000,18.709,337.005,29.974,-1.600,0.350,102.120,0.649,0.200
1704738600,2024-01-08 13:30:00,344.000,0.000,18.741,331.840,25.853,-1.500,0.350,102.100,0.632,0.300
1704739500,2024-01-08 13:45:00,324.000,0.000,17.655,329.058,26.495,-1.300,0.350,102.140,0.629,0.400
1704740400,2024-01-08 14:00:00,304.000,0.000,18.482,329.470,29.216,-1.200,0.350,102.170,0.620,0.400
1704741300,2024-01-08 14:15:00,277.000,0.000,17.036,331.066,25.076,-1.100,0.350,102.160,0.615,0.400
1704742200,2024-01-08 14:30:00,245.000,0.000,13.435,328.610,21.888,-1.100,0.350,102.180,0.620,0.300
1704743100,2024-01-08 14:45:00,219.000,0.000,15.775,326.408,22.471,-1.000,0.350,102.180,0.617,0.200
1704744000,2024-01-08 15:00:00,187.000,0.000,12.082,330.507,21.013,-1.000,0.350,102.220,0.624,0.100
1704744900,2024-01-08 15:15:00,153.000,0.000,10.317,317.291,20.196,-0.900,0.360,102.260,0.627,0.100
1704745800,2024-01-08 15:30:00,104.000,0.000,10.295,315.382,17.883,-1.000,0.360,102.310,0.633,-0.200
1704746700,2024-01-08 15:45:00,32.000,0.000,13.565,324.625,21.071,-1.100,0.350,102.330,0.620,-0.700
1704747600,2024-01-08 16:00:00,14.000,0.000,11.198,322.334,20.605,-1.200,0.340,102.380,0.616,-1.100
1704748500,2024-01-08 16:15:00,7.000,0.000,10.983,320.026,18.155,-1.300,0.340,102.400,0.619,-1.400
1704749400,2024-01-08 16:30:00,2.000,0.000,9.868,317.954,14.209,-1.400,0.350,102.410,0.630,-1.500
1704750300,2024-01-08 16:45:00,0.000,0.000,10.256,325.346,14.384,-1.400,0.350,102.420,0.640,-1.600
1704751200,2024-01-08 17:00:00,0.000,0.000,11.373,330.061,16.251,-1.400,0.350,102.450,0.644,-1.600
1704752100,2024-01-08 17:15:00,0.000,0.000,10.072,325.298,16.348,-1.600,0.350,102.480,0.648,-1.700
1704753000,2024-01-08 17:30:00,0.000,0.000,10.346,323.711,16.853,-1.700,0.350,102.510,0.650,-1.800
1704753900,2024-01-08 17:45:00,0.000,0.000,9.323,304.552,14.909,-2.200,0.350,102.530,0.664,-2.000
1704754800,2024-01-08 18:00:00,0.000,0.000,6.456,294.173,10.924,-2.600,0.340,102.520,0.669,-2.500
1704755700,2024-01-08 18:15:00,0.000,0.000,4.729,296.881,10.477,-2.700,0.330,102.540,0.665,-2.800
1704756600,2024-01-08 18:30:00,0.000,0.000,6.120,306.215,12.732,-2.500,0.340,102.580,0.661,-2.900
1704757500,2024-01-08 18:45:00,0.000,0.000,7.041,306.807,13.860,-2.500,0.340,102.610,0.666,-2.800
1704758400,2024-01-08 19:00:00,0.000,0.000,6.289,310.236,11.294,-2.600,0.340,102.650,0.674,-2.800
1704759300,2024-01-08 19:15:00,0.000,0.000,5.098,286.846,9.000,-3.100,0.330,102.680,0.674,-3.100
1704760200,2024-01-08 19:30:00,0.000,0.000,5.987,318.027,10.147,-2.900,0.340,102.680,0.684,-3.200
1704761100,2024-01-08 19:45:00,0.000,0.000,4.286,296.100,7.659,-3.300,0.330,102.700,0.693,-3.400
1704762000,2024-01-08 20:00:00,0.000,0.000,3.337,275.013,5.676,-3.700,0.330,102.710,0.697,-3.700
1704762900,2024-01-08 20:15:00,0.000,0.000,4.225,317.797,6.765,-3.600,0.330,102.710,0.700,-3.900
1704763800,2024-01-08 20:30:00,0.000,0.000,4.526,289.836,13.199,-3.800,0.330,102.730,0.706,-4.000
1704764700,2024-01-08 20:45:00,0.000,0.000,6.493,317.426,13.685,-3.500,0.330,102.750,0.704,-3.900
1704765600,2024-01-08 21:00:00,0.000,0.000,3.304,276.080,6.104,-4.000,0.320,102.770,0.717,-4.000
1704766500,2024-01-08 21:15:00,0.000,0.000,3.294,308.290,6.162,-4.200,0.330,102.770,0.733,-4.300
1704767400,2024-01-08 21:30:00,0.000,0.000,4.822,327.848,7.639,-4.600,0.330,102.780,0.746,-4.600
1704768300,2024-01-08 21:45:00,0.000,0.000,2.130,297.734,5.637,-5.200,0.330,102.760,0.802,-5.100
1704769200,2024-01-08 22:00:00,0.000,0.000,2.078,296.086,3.771,-5.500,0.330,102.760,0.812,-5.600
1704770100,2024-01-08 22:15:00,0.000,0.000,3.224,264.118,5.559,-5.700,0.320,102.760,0.800,-6.000
1704771000,2024-01-08 22:30:00,0.000,0.000,4.547,329.708,7.834,-5.800,0.330,102.800,0.819,-6.100
1704771900,2024-01-08 22:45:00,0.000,0.000,4.171,343.761,6.298,-5.800,0.340,102.790,0.851,-6.200
1704772800,2024-01-08 23:00:00,0.000,0.000,1.804,329.566,4.626,-5.800,0.330,102.810,0.839,-6.200
1704773700,2024-01-08 23:15:00,0.000,0.000,0.801,209.055,1.672,-6.300,0.330,102.800,0.865,-6.500
1704774600,2024-01-08 23:30:00,0.000,0.000,2.152,292.859,4.063,-6.700,0.320,102.780,0.875,-6.900
1704775500,2024-01-08 23:45:00,0.000,0.000,2.307,299.805,3.927,-7.300,0.320,102.780,0.891,-7.300
1704776400,2024-01-09 00:00:00,0.000,0.000,2.547,311.597,4.549,-7.500,0.310,102.790,0.902,-7.500
1704777300,2024-01-09 00:15:00,0.000,0.000,2.582,353.517,4.413,-7.700,0.320,102.780,0.923,-7.700
1704778200,2024-01-09 00:30:00,0.000,0.000,2.738,312.410,5.035,-8.100,0.310,102.790,0.947,-7.900
1704779100,2024-01-09 00:45:00,0.000,0.000,3.588,314.341,5.734,-8.600,0.300,102.790,0.949,-8.300
1704780000,2024-01-09 01:00:00,0.000,0.000,2.726,308.341,4.665,-9.000,0.290,102.800,0.948,-8.700
1704780900,2024-01-09 01:15:00,0.000,0.000,3.272,336.176,4.879,-9.000,0.290,102.820,0.937,-8.900
1704781800,2024-01-09 01:30:00,0.000,0.000,2.460,340.133,4.043,-9.300,0.290,102.850,0.959,-9.100
1704782700,2024-01-09 01:45:00,0.000,0.000,2.730,345.568,5.073,-9.500,0.290,102.870,0.961,-9.300
1704783600,2024-01-09 02:00:00,0.000,0.000,3.277,340.598,5.579,-9.400,0.280,102.890,0.947,-9.500
1704784500,2024-01-09 02:15:00,0.000,0.000,4.005,323.686,6.143,-9.500,0.290,102.880,0.957,-9.500
1704785400,2024-01-09 02:30:00,0.000,0.000,2.258,311.511,4.646,-9.600,0.280,102.920,0.950,-9.600
1704786300,2024-01-09 02:45:00,0.000,0.000,3.314,335.389,4.724,-9.600,0.280,102.940,0.950,-9.700
1704787200,2024-01-09 03:00:00,0.000,0.000,3.726,313.520,5.870,-10.200,0.270,102.930,0.969,-9.900
1704788100,2024-01-09 03:15:00,0.000,0.000,2.889,323.207,4.996,-10.100,0.270,102.920,0.949,-10.200
1704789000,2024-01-09 03:30:00,0.000,0.000,4.688,328.221,7.212,-10.200,0.270,102.930,0.960,-10.200
1704789900,2024-01-09 03:45:00,0.000,0.000,4.488,331.548,7.212,-10.300,0.270,102.940,0.964,-10.300
1704790800,2024-01-09 04:00:00,0.000,0.000,2.696,298.413,4.724,-10.400,0.260,102.930,0.950,-10.400
1704791700,2024-01-09 04:15:00,0.000,0.000,4.707,331.106,7.484,-10.200,0.270,102.920,0.943,-10.400
1704792600,2024-01-09 04:30:00,0.000,0.000,5.294,336.636,7.231,-10.300,0.270,102.890,0.968,-10.400
1704793500,2024-01-09 04:45:00,0.000,0.000,4.218,340.062,6.279,-10.400,0.270,102.880,0.968,-10.500
1704794400,2024-01-09 05:00:00,0.000,0.000,5.260,332.488,9.078,-10.500,0.270,102.880,0.972,-10.600
1704795300,2024-01-09 05:15:00,0.000,0.000,4.874,329.036,8.378,-10.200,0.270,102.890,0.959,-10.500
1704796200,2024-01-09 05:30:00,0.000,0.000,6.608,341.832,9.214,-10.300,0.270,102.920,0.984,-10.300
1704797100,2024-01-09 05:45:00,0.000,0.000,5.146,333.048,8.728,-10.800,0.270,102.920,0.995,-10.500
1704798000,2024-01-09 06:00:00,0.000,0.000,4.903,332.622,6.531,-11.200,0.260,102.960,0.987,-10.900
1704798900,2024-01-09 06:15:00,0.000,0.000,5.242,332.865,7.114,-11.000,0.250,102.990,0.973,-11.100
1704799800,2024-01-09 06:30:00,0.000,0.000,6.621,340.980,9.058,-11.300,0.260,102.990,0.983,-11.100
1704800700,2024-01-09 06:45:00,0.000,0.000,3.772,354.084,6.492,-10.900,0.250,103.000,0.962,-11.200
1704801600,2024-01-09 07:00:00,1.000,0.000,5.364,338.083,7.873,-10.600,0.260,102.980,0.956,-10.900
1704802500,2024-01-09 07:15:00,4.000,0.000,6.869,337.717,9.661,-10.700,0.270,102.970,0.986,-10.500
1704803400,2024-01-09 07:30:00,11.000,0.000,4.651,343.989,6.862,-11.000,0.260,102.970,0.989,-10.800
1704804300,2024-01-09 07:45:00,26.000,0.000,4.964,336.949,7.620,-11.100,0.260,102.990,0.986,-10.800
1704805200,2024-01-09 08:00:00,53.000,0.000,5.593,331.564,7.620,-10.900,0.260,103.000,0.988,-10.400
1704806100,2024-01-09 08:15:00,65.000,0.000,7.234,337.570,9.330,-10.700,0.270,103.020,0.990,-10.000
1704807000,2024-01-09 08:30:00,84.000,0.000,5.600,336.906,8.592,-10.300,0.280,103.040,0.985,-9.500
1704807900,2024-01-09 08:45:00,107.000,0.000,6.175,331.821,9.486,-10.500,0.270,103.060,0.995,-9.200
1704808800,2024-01-09 09:00:00,128.000,0.000,4.835,332.199,6.687,-9.900,0.290,103.070,0.994,-8.700
1704809700,2024-01-09 09:15:00,137.000,0.000,5.610,331.659,7.970,-9.700,0.290,103.050,0.998,-8.200
1704810600,2024-01-09 09:30:00,145.000,0.000,6.285,337.639,8.397,-9.200,0.300,103.010,0.982,-7.900
1704811500,2024-01-09 09:45:00,195.000,0.000,6.159,337.158,7.931,-8.600,0.320,102.970,0.988,-7.000
1704812400,2024-01-09 10:00:00,220.000,0.000,4.837,329.313,6.628,-7.800,0.340,102.970,0.996,-5.900
1704813300,2024-01-09 10:15:00,211.000,0.000,4.990,336.831,6.998,-7.200,0.350,102.990,0.991,-5.100
1704814200,2024-01-09 10:30:00,195.000,0.000,4.964,333.234,6.862,-6.500,0.360,102.980,0.967,-4.700
1704815100,2024-01-09 10:45:00,171.000,0.000,3.960,338.094,5.521,-6.000,0.370,102.960,0.941,-4.300
1704816000,2024-01-09 11:00:00,194.000,0.000,4.409,339.887,5.987,-5.400,0.370,102.930,0.913,-3.800
1704816900,2024-01-09 11:15:00,159.000,0.000,4.146,351.642,5.521,-4.500,0.370,102.910,0.851,-3.500
1704817800,2024-01-09 11:30:00,134.000,0.000,3.017,357.045,4.432,-4.200,0.370,102.850,0.817,-3.300
1704818700,2024-01-09 11:45:00,150.000,0.000,2.421,302.542,4.354,-4.000,0.370,102.860,0.805,-3.000
1704819600,2024-01-09 12:00:00,144.000,0.000,1.794,337.046,4.296,-3.800,0.370,102.880,0.796,-2.700
1704820500,2024-01-09 12:15:00,143.000,0.000,1.400,52.334,2.760,-3.600,0.370,102.860,0.780,-2.500
1704821400,2024-01-09 12:30:00,160.000,0.000,2.387,249.499,5.890,-3.200,0.370,102.890,0.759,-2.100
1704822300,2024-01-09 12:45:00,182.000,0.000,1.835,53.616,4.432,-3.100,0.370,102.860,0.761,-1.700
1704823200,2024-01-09 13:00:00,173.000,0.000,3.189,91.746,6.201,-3.000,0.370,102.820,0.761,-1.500
1704824100,2024-01-09 13:15:00,113.000,0.000,3.668,158.875,6.104,-2.900,0.370,102.810,0.746,-1.800
1704825000,2024-01-09 13:30:00,91.000,0.000,3.149,142.776,7.289,-2.800,0.390,102.810,0.775,-1.900
1704825900,2024-01-09 13:45:00,98.000,0.000,5.349,102.167,7.989,-2.700,0.400,102.780,0.792,-1.900
1704826800,2024-01-09 14:00:00,89.000,0.000,5.676,138.888,9.389,-2.400,0.400,102.770,0.785,-1.900
1704827700,2024-01-09 14:15:00,71.000,0.000,6.121,149.036,9.564,-2.200,0.400,102.780,0.765,-1.800
1704828600,2024-01-09 14:30:00,66.000,0.000,6.431,125.900,9.894,-2.100,0.400,102.750,0.755,-1.700
1704829500,2024-01-09 14:45:00,55.000,0.000,7.024,149.390,9.719,-2.000,0.390,102.740,0.737,-1.700
1704830400,2024-01-09 15:00:00,38.000,0.000,6.445,149.955,8.903,-1.900,0.380,102.720,0.725,-1.600
1704831300,2024-01-09 15:15:00,34.000,0.000,6.952,128.985,10.652,-1.700,0.390,102.710,0.732,-1.600
1704832200,2024-01-09 15:30:00,24.000,0.000,6.681,147.235,9.622,-1.700,0.390,102.710,0.725,-1.500
1704833100,2024-01-09 15:45:00,17.000,0.000,7.864,149.061,10.983,-1.600,0.390,102.710,0.721,-1.400
1704834000,2024-01-09 16:00:00,8.000,0.000,8.751,127.328,11.857,-1.500,0.400,102.650,0.724,-1.400
1704834900,2024-01-09 16:15:00,1.000,0.000,10.141,132.281,13.412,-1.500,0.390,102.610,0.715,-1.400
1704835800,2024-01-09 16:30:00,0.000,0.000,9.791,117.939,14.229,-1.500,0.390,102.570,0.720,-1.400
1704836700,2024-01-09 16:45:00,0.000,0.000,8.243,108.136,11.216,-1.700,0.390,102.530,0.725,-1.500
1704837600,2024-01-09 17:00:00,0.000,0.000,9.076,112.941,13.840,-1.600,0.400,102.470,0.733,-1.500
1704838500,2024-01-09 17:15:00,0.000,0.000,9.313,106.241,13.257,-1.600,0.410,102.400,0.747,-1.500
1704839400,2024-01-09 17:30:00,0.000,0.000,9.988,111.222,15.104,-1.600,0.410,102.380,0.756,-1.500
1704840300,2024-01-09 17:45:00,0.000,0.000,10.468,111.801,16.911,-1.500,0.420,102.350,0.770,-1.500
1704841200,2024-01-09 18:00:00,0.000,0.000,15.039,127.596,21.946,-1.000,0.450,102.350,0.788,-1.200
1704842100,2024-01-09 18:15:00,0.000,0.000,16.700,128.431,21.790,-0.900,0.460,102.330,0.801,-0.900
1704843000,2024-01-09 18:30:00,0.000,0.000,17.778,133.538,21.227,-0.700,0.470,102.320,0.803,-0.800
1704843900,2024-01-09 18:45:00,0.000,0.000,18.586,135.932,22.976,-0.500,0.480,102.260,0.815,-0.600
1704844800,2024-01-09 19:00:00,0.000,0.000,17.936,131.881,22.685,-0.600,0.480,102.250,0.818,-0.500
1704845700,2024-01-09 19:15:00,0.000,0.000,17.962,131.973,21.499,-0.600,0.480,102.270,0.809,-0.500
1704846600,2024-01-09 19:30:00,0.000,0.000,15.999,128.290,20.138,-0.400,0.480,102.270,0.813,-0.500
1704847500,2024-01-09 19:45:00,0.000,0.000,14.760,128.530,18.544,-0.200,0.500,102.260,0.824,-0.300
1704848400,2024-01-09 20:00:00,0.000,0.000,16.838,139.635,22.043,0.200,0.520,102.240,0.837,0.000
1704849300,2024-01-09 20:15:00,0.000,0.000,20.936,138.048,28.050,0.400,0.540,102.170,0.862,0.300
1704850200,2024-01-09 20:30:00,0.000,0.000,19.705,130.920,27.564,0.300,0.560,102.110,0.903,0.300
1704851100,2024-01-09 20:45:00,0.000,0.000,14.041,114.365,20.955,-0.300,0.570,102.030,0.951,0.100
1704852000,2024-01-09 21:00:00,0.000,0.000,19.936,121.443,27.175,0.200,0.590,101.970,0.949,0.200
1704852900,2024-01-09 21:15:00,0.000,0.000,22.762,135.346,27.505,1.000,0.610,101.920,0.929,0.600
1704853800,2024-01-09 21:30:00,0.000,0.000,23.766,139.810,29.274,1.600,0.620,101.900,0.898,1.100
1704854700,2024-01-09 21:45:00,0.000,0.000,23.497,141.348,30.752,1.700,0.630,101.840,0.921,1.500
1704855600,2024-01-09 22:00:00,0.000,0.000,24.521,142.440,30.227,1.300,0.640,101.760,0.953,1.400
1704856500,2024-01-09 22:15:00,0.000,0.017,22.535,145.117,28.730,1.200,0.640,101.760,0.965,1.200
1704857400,2024-01-09 22:30:00,0.000,0.017,21.688,147.407,27.486,1.400,0.650,101.750,0.962,1.200
1704858300,2024-01-09 22:45:00,0.000,0.034,21.237,145.932,27.175,1.200,0.650,101.740,0.976,1.100
1704859200,2024-01-09 23:00:00,0.000,0.034,19.376,146.374,26.942,0.700,0.630,101.710,0.990,0.700
1704860100,2024-01-09 23:15:00,0.000,0.051,17.749,147.023,27.019,0.700,0.630,101.650,0.987,0.600
1704861000,2024-01-09 23:30:00,0.000,0.085,20.698,147.698,27.544,0.900,0.640,101.550,0.984,0.600
1704861900,2024-01-09 23:45:00,0.000,0.102,22.622,144.972,29.546,0.900,0.640,101.490,0.984,0.700
1704862800,2024-01-10 00:00:00,0.000,0.034,24.195,141.196,34.445,1.000,0.650,101.370,0.986,0.800
1704863700,2024-01-10 00:15:00,0.000,0.017,25.083,136.759,30.693,1.100,0.660,101.280,0.984,0.900
1704864600,2024-01-10 00:30:00,0.000,0.034,25.146,141.119,32.715,1.300,0.660,101.220,0.986,1.000
1704865500,2024-01-10 00:45:00,0.000,0.000,25.414,145.155,33.706,1.600,0.670,101.180,0.977,1.200
1704866400,2024-01-10 01:00:00,0.000,0.000,25.744,146.862,33.745,1.900,0.680,101.110,0.968,1.400
1704867300,2024-01-10 01:15:00,0.000,0.000,26.262,141.340,33.551,1.900,0.680,101.040,0.970,1.500
1704868200,2024-01-10 01:30:00,0.000,0.000,25.735,139.718,31.685,1.700,0.680,100.970,0.981,1.500
1704869100,2024-01-10 01:45:00,0.000,0.000,25.294,141.615,33.959,1.700,0.680,100.930,0.986,1.500
1704870000,2024-01-10 02:00:00,0.000,0.000,25.799,140.902,37.302,1.400,0.670,100.860,0.991,1.400
1704870900,2024-01-10 02:15:00,0.000,0.000,26.952,139.417,34.503,1.500,0.680,100.790,0.994,1.400
1704871800,2024-01-10 02:30:00,0.000,0.000,26.798,136.499,33.590,1.600,0.680,100.690,0.991,1.400
1704872700,2024-01-10 02:45:00,0.000,0.000,26.800,121.384,41.443,1.700,0.690,100.570,0.999,1.600
1704873600,2024-01-10 03:00:00,0.000,0.000,27.627,122.326,36.097,1.900,0.700,100.470,0.999,1.800
1704874500,2024-01-10 03:15:00,0.000,0.000,29.335,124.143,40.101,2.300,0.720,100.330,0.997,2.100
1704875400,2024-01-10 03:30:00,0.000,0.000,28.045,137.107,35.650,2.600,0.730,100.280,1.000,2.500
1704876300,2024-01-10 03:45:00,0.000,0.000,27.177,141.884,37.769,2.800,0.750,100.200,1.000,2.800
1704877200,2024-01-10 04:00:00,0.000,0.000,27.982,140.327,37.477,3.300,0.770,100.080,1.000,3.100
1704878100,2024-01-10 04:15:00,0.000,0.000,29.703,147.100,40.432,3.500,0.790,100.020,1.000,3.500
1704879000,2024-01-10 04:30:00,0.000,0.000,30.065,145.457,43.892,3.500,0.780,99.930,1.000,3.500
1704879900,2024-01-10 04:45:00,0.000,0.000,29.609,144.108,42.726,3.500,0.790,99.840,1.000,3.500
1704880800,2024-01-10 05:00:00,0.000,0.000,28.073,146.695,38.488,3.500,0.790,99.740,1.000,3.500
1704881700,2024-01-10 05:15:00,0.000,0.000,28.895,145.497,42.356,3.700,0.790,99.640,1.000,3.700
1704882600,2024-01-10 05:30:00,0.000,0.000,30.302,147.656,42.726,3.900,0.810,99.540,1.000,3.800
1704883500,2024-01-10 05:45:00,0.000,0.000,29.487,148.615,42.803,4.000,0.810,99.450,0.999,4.000
1704884400,2024-01-10 06:00:00,0.000,0.000,29.263,148.749,40.626,4.300,0.830,99.380,1.000,4.200
1704885300,2024-01-10 06:15:00,0.000,0.017,29.955,150.108,41.656,4.500,0.840,99.280,1.000,4.400
1704886200,2024-01-10 06:30:00,0.000,0.000,29.385,154.995,42.376,4.600,0.850,99.270,1.000,4.600
1704887100,2024-01-10 06:45:00,0.000,0.000,28.931,153.159,40.704,4.700,0.850,99.180,1.000,4.700
1704888000,2024-01-10 07:00:00,0.000,0.000,29.008,151.065,39.713,4.900,0.860,99.090,1.000,4.800
1704888900,2024-01-10 07:15:00,0.000,0.000,29.920,152.236,41.073,5.000,0.870,99.050,1.000,5.000
1704889800,2024-01-10 07:30:00,0.000,0.000,28.050,149.472,38.605,5.300,0.890,99.030,0.998,5.200
1704890700,2024-01-10 07:45:00,0.000,0.000,27.422,156.124,42.842,5.600,0.910,99.000,0.998,5.500
1704891600,2024-01-10 08:00:00,1.000,0.000,23.777,156.180,36.758,5.700,0.910,98.930,0.999,5.600
1704892500,2024-01-10 08:15:00,3.000,0.000,25.258,154.520,37.302,6.000,0.930,98.750,0.997,5.800
1704893400,2024-01-10 08:30:00,3.000,0.000,25.257,160.394,41.754,6.600,0.960,98.700,0.988,6.300
1704894300,2024-01-10 08:45:00,6.000,0.000,29.278,150.661,43.464,6.900,0.990,98.370,0.997,6.800
1704895200,2024-01-10 09:00:00,15.000,0.017,31.538,150.781,43.834,7.400,1.020,98.180,0.990,7.100
1704896100,2024-01-10 09:15:00,9.000,0.034,26.824,149.663,37.225,8.000,1.050,98.340,0.985,7.600
1704897000,2024-01-10 09:30:00,8.000,0.238,25.467,144.005,36.447,8.100,1.070,98.270,0.989,7.800
1704897900,2024-01-10 09:45:00,11.000,0.340,26.509,142.298,39.343,8.000,1.070,98.180,0.998,8.000
1704898800,2024-01-10 10:00:00,14.000,0.000,19.811,148.072,34.270,8.000,1.070,98.200,1.000,8.000
1704899700,2024-01-10 10:15:00,27.000,0.034,20.606,145.920,31.685,7.900,1.060,98.140,1.000,8.000
1704900600,2024-01-10 10:30:00,30.000,0.000,18.805,145.784,29.041,8.400,1.100,98.110,0.995,8.200
1704901500,2024-01-10 10:45:00,32.000,0.000,18.278,147.155,29.702,8.800,1.130,98.080,0.999,8.700
1704902400,2024-01-10 11:00:00,26.000,0.000,13.617,144.881,19.827,8.700,1.130,98.100,1.000,8.800
1704903300,2024-01-10 11:15:00,29.000,0.187,10.407,157.602,22.471,9.000,1.140,98.080,0.997,8.900
1704904200,2024-01-10 11:30:00,39.000,0.051,9.777,172.804,18.875,9.400,1.180,98.080,0.999,9.300
1704905100,2024-01-10 11:45:00,77.000,0.000,10.396,170.855,20.644,9.200,1.160,98.050,1.000,9.400
1704906000,2024-01-10 12:00:00,70.000,0.000,8.032,168.554,17.806,9.000,1.150,98.020,1.000,9.200
1704906900,2024-01-10 12:15:00,54.000,0.000,5.402,169.216,12.168,8.900,1.140,98.000,1.000,8.900
1704907800,2024-01-10 12:30:00,77.000,0.000,3.839,167.723,7.289,8.900,1.140,98.010,1.000,8.900
1704908700,2024-01-10 12:45:00,124.000,0.000,3.309,176.970,7.503,9.300,1.160,98.020,0.994,9.100
1704909600,2024-01-10 13:00:00,129.000,0.000,3.484,193.881,8.825,9.800,1.200,98.030,0.993,9.600
1704910500,2024-01-10 13:15:00,95.000,0.000,2.413,177.230,6.784,9.800,1.200,98.060,0.992,9.700
1704911400,2024-01-10 13:30:00,185.000,0.000,1.931,154.983,4.568,8.400,1.100,98.060,1.000,9.500
1704912300,2024-01-10 13:45:00,214.000,0.000,1.501,196.557,3.013,8.800,1.130,98.050,0.999,9.800
1704913200,2024-01-10 14:00:00,92.000,0.000,4.687,268.099,9.855,9.900,1.160,98.140,0.954,9.800
1704914100,2024-01-10 14:15:00,115.000,0.000,6.374,280.899,12.110,9.500,1.070,98.220,0.904,9.600
1704915000,2024-01-10 14:30:00,116.000,0.000,7.445,270.449,15.745,9.000,0.970,98.250,0.846,9.200
1704915900,2024-01-10 14:45:00,130.000,0.000,7.717,275.782,13.315,8.800,0.920,98.310,0.814,9.000
1704916800,2024-01-10 15:00:00,90.000,0.000,6.796,273.443,14.851,8.700,0.900,98.380,0.799,8.900
1704917700,2024-01-10 15:15:00,47.000,0.000,6.305,279.404,14.443,8.300,0.860,98.440,0.781,8.500
1704918600,2024-01-10 15:30:00,50.000,0.000,7.661,284.248,15.065,8.000,0.820,98.510,0.766,8.100
1704919500,2024-01-10 15:45:00,48.000,0.000,8.493,290.218,15.279,7.800,0.790,98.530,0.743,7.800
1704920400,2024-01-10 16:00:00,30.000,0.000,7.874,292.957,13.801,7.700,0.770,98.570,0.732,7.500
1704921300,2024-01-10 16:15:00,12.000,0.000,6.438,294.244,12.888,7.500,0.750,98.610,0.726,7.300
1704922200,2024-01-10 16:30:00,5.000,0.000,3.899,277.160,7.251,7.300,0.750,98.660,0.733,6.900
1704923100,2024-01-10 16:45:00,0.000,0.000,2.927,274.953,5.987,6.900,0.740,98.710,0.741,6.500
1704924000,2024-01-10 17:00:00,0.000,0.000,1.675,279.353,3.285,6.500,0.730,98.740,0.761,6.100
1704924900,2024-01-10 17:15:00,0.000,0.000,2.528,282.433,3.868,5.500,0.730,98.770,0.806,5.500
1704925800,2024-01-10 17:30:00,0.000,0.000,3.112,282.995,4.413,4.600,0.730,98.810,0.852,4.900
1704926700,2024-01-10 17:45:00,0.000,0.000,2.627,301.691,4.432,4.200,0.720,98.860,0.879,4.500
1704927600,2024-01-10 18:00:00,0.000,0.000,3.076,281.665,5.404,4.800,0.730,98.890,0.845,4.200
1704928500,2024-01-10 18:15:00,0.000,0.000,2.844,254.539,8.456,6.300,0.740,98.950,0.784,4.900
1704929400,2024-01-10 18:30:00,0.000,0.000,2.714,264.657,6.143,6.200,0.760,99.000,0.800,5.500
1704930300,2024-01-10 18:45:00,0.000,0.068,4.475,235.620,12.557,6.200,0.780,99.040,0.825,5.700
1704931200,2024-01-10 19:00:00,0.000,0.085,7.351,271.667,18.447,6.000,0.790,99.090,0.845,5.700
1704932100,2024-01-10 19:15:00,0.000,0.000,5.367,289.026,14.015,5.600,0.780,99.110,0.856,5.400
1704933000,2024-01-10 19:30:00,0.000,0.017,2.013,259.992,4.276,5.300,0.780,99.140,0.874,5.000
1704933900,2024-01-10 19:45:00,0.000,0.000,1.993,200.556,3.557,5.000,0.770,99.170,0.882,4.600
1704934800,2024-01-10 20:00:00,0.000,0.000,3.415,158.986,4.976,4.700,0.770,99.200,0.907,4.300
1704935700,2024-01-10 20:15:00,0.000,0.000,2.288,186.340,5.715,4.600,0.770,99.220,0.904,4.100
1704936600,2024-01-10 20:30:00,0.000,0.000,1.809,241.783,4.937,4.500,0.750,99.260,0.885,3.800
1704937500,2024-01-10 20:45:00,0.000,0.000,1.584,284.207,3.479,4.000,0.720,99.270,0.885,3.500
